Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg,bmi,bsa_mosteller,fat_mass_kg,lean_mass_kg,fat_mass_index,ffmi,waist_hip_ratio,waist_height_ratio,body_adiposity_index,conicity_index,abdominal_volume_index,waist_neck_ratio,upper_lower_limb_ratio,calf_thigh_ratio,arm_trunk_ratio,forearm_upper_arm_ratio,shoulder_waist_ratio,hip_waist_difference,chest_waist_ratio,frame_size_index,relative_muscle_mass,muscle_to_fat_ratio,skeletal_muscle_index,bicep_to_wrist_ratio,calf_muscle_index
32.0,MALE,169.0,61.0,20.0,101.1,84.3,35.0,36.0,55.0,30.0,28.0,96.0,42.0,25.0,,22.8,27.2,21.35779559539232,1.6922207631131085,13.908000000000001,47.092,4.86957739574945,16.488218199642873,1.199288256227758,0.5982248520710058,20.370505234410558,154.38428559248183,20.639988,2.8885714285714283,0.6545454545454545,0.5454545454545454,0.3560830860534125,0.7777777777777778,0.41543026706231456,-16.799999999999997,0.9495548961424333,11.834319526627219,44.59016393442623,1.9557089444923783,9.5234760687651,,17.75147928994083
39.0,f,165.0,63.0,16.0,91.7,117.4,33.2,34.2,64.0,37.0,25.4,68.0,41.0,21.1,42.0,,19.4,23.140495867768596,1.699264546796643,,,,,0.7810902896081772,0.5557575757575758,37.39137942094716,136.14902485037322,17.280123000000003,2.762048192771084,0.534375,0.578125,0.37295528898582336,0.7426900584795321,0.4471101417666303,25.700000000000003,0.7415485278080698,9.696969696969697,30.79365079365079,,7.125803489439853,2.625,22.424242424242426
59.0,m,170.0,97.0,19.0,125.0,115.7,43.0,33.0,59.4,35.0,30.0,102.0,50.0,24.0,36.7,45.0,41.5,33.564013840830455,2.1402232489989346,43.65,53.35,15.103806228373704,18.46020761245675,1.08038029386344,0.7352941176470589,34.198734829200454,151.8175954553297,31.310543000000003,2.9069767441860463,0.5555555555555556,0.5892255892255892,0.264,0.9090909090909091,0.4,-9.299999999999997,0.816,11.176470588235295,42.78350515463917,0.9507445589919817,14.359861591695504,1.9315789473684213,20.588235294117645
70.0,MALE,167.0,84.0,17.0,130.0,,38.4,25.0,60.0,32.0,25.1,119.0,,26.0,35.0,40.9,32.4,30.11940191473341,1.9739976359323905,34.355999999999995,49.644000000000005,12.318835383125961,17.800566531607448,,0.7784431137724551,,168.1649362196663,,3.385416666666667,0.4166666666666667,0.5333333333333333,0.19230769230769232,1.004,,,0.9153846153846154,10.179640718562874,38.57142857142857,0.9430667132378625,11.617483595682886,2.0588235294117645,19.16167664670659
38.0,male,180.0,66.5,20.0,86.0,110.0,35.0,35.0,51.0,44.0,31.0,78.0,45.8,25.0,38.4,16.0,,20.52469135802469,1.823458252881047,10.64,55.86,3.2839506172839505,17.24074074074074,0.7818181818181819,0.4777777777777778,27.549532874995712,129.80678188406154,15.195200000000002,2.4571428571428573,0.6862745098039216,0.8627450980392157,0.4069767441860465,0.8857142857142857,0.5325581395348837,24.0,0.9069767441860465,11.11111111111111,,,,1.92,24.444444444444443
47.0,f,173.0,85.0,15.0,90.0,47.2,35.0,,55.9,37.7,26.0,,36.5,21.0,30.5,30.0,29.4,28.40054796351365,2.0210695738203133,25.5,59.5,8.520164389054095,19.880383574459554,1.906779661016949,0.5202312138728323,2.743060973370003,117.79574418380672,17.482288,2.5714285714285716,,0.6744186046511629,,,0.40555555555555556,-42.8,,8.670520231213873,34.588235294117645,1.1529411764705881,9.823248354438837,2.033333333333333,21.79190751445087
47.0,f,173.0,85.0,13.3,90.0,47.2,35.0,,55.9,37.7,26.8,,36.5,21.0,30.5,30.0,29.4,28.40054796351365,2.0210695738203133,25.5,59.5,8.520164389054095,19.880383574459554,1.906779661016949,0.5202312138728323,2.743060973370003,117.79574418380672,17.482288,2.5714285714285716,,0.6744186046511629,,,0.40555555555555556,-42.8,,7.687861271676301,34.588235294117645,1.1529411764705881,9.823248354438837,2.2932330827067666,21.79190751445087
63.0,FEMALE,165.0,67.0,19.0,77.1,82.0,35.0,33.9,62.0,31.8,23.8,88.0,41.0,25.0,36.6,28.9,,24.609733700642796,1.7523793348853818,19.363,47.637,7.112213039485767,17.497520661157026,0.9402439024390243,0.46727272727272723,20.689038437118114,111.00242096644908,11.905626999999999,2.202857142857143,0.5467741935483871,0.5129032258064516,0.4396887159533074,0.7020648967551623,0.5317769130998703,4.900000000000006,1.1413748378728925,11.515151515151516,,,,1.9263157894736842,19.272727272727273
23.0,female,163.7,48.0,16.0,85.0,103.0,32.0,22.2,60.0,30.0,26.2,100.0,39.2,20.0,30.0,45.1,18.8,17.911991667938548,1.47738507731284,21.648,26.352,8.078308242240285,9.833683425698261,0.8252427184466019,0.5192425167990227,31.177246186843178,144.01116005916447,14.6768,2.65625,0.37,0.5,0.2611764705882353,1.1801801801801801,0.46117647058823535,18.0,1.1764705882352942,9.773976786805132,39.166666666666664,0.8684405025868441,7.0155300699425975,1.875,18.326206475259625
54.0,MALE,179.0,87.4,18.1,,101.3,33.0,33.0,60.0,39.0,35.0,114.2,46.5,20.0,39.0,36.7,44.6,27.27755063824475,2.08463959048614,32.07580000000001,55.3242,10.010861084235826,17.266689554008927,,,24.298980388698944,,,,0.55,0.65,,1.0606060606060606,,,,10.11173184357542,51.029748283752866,1.3904563565055272,13.919665428669518,2.154696132596685,21.787709497206702
60.0,female,163.1,97.4,19.0,136.0,123.0,,12.5,81.0,42.0,25.0,86.0,40.0,8.7,44.0,33.0,40.6,36.614325223172585,2.100657304538537,32.142,65.25800000000001,12.082727323646953,24.531597899525632,1.1056910569105691,0.8338442673206622,41.05058030318806,161.45812788495806,37.1103,,0.15432098765432098,0.5185185185185185,0.09191176470588236,2.0,0.29411764705882354,-13.0,0.6323529411764706,11.649294911097487,41.68377823408625,1.2631447949723102,15.262234127934363,2.3157894736842106,25.75107296137339
62.0,MALE,182.5,143.0,20.0,140.0,114.0,45.0,43.0,59.0,40.0,34.0,102.0,36.0,24.0,40.0,28.0,61.7,42.934884593732406,2.692453445383143,40.040000000000006,102.96,12.021767686245076,30.913116907487332,1.2280701754385965,0.7671232876712328,28.2392251849463,145.09917842572912,39.673199999999994,3.111111111111111,0.7288135593220338,0.6779661016949152,0.30714285714285716,0.7906976744186046,0.2571428571428571,-26.0,0.7285714285714285,10.95890410958904,43.14685314685315,1.5409590409590408,18.5250516044286,2.0,21.91780821917808
71.0,Male,172.0,147.5,17.0,90.0,97.0,38.5,28.0,67.0,31.9,25.1,111.0,44.0,22.4,34.0,19.0,26.0,49.858031368307195,2.654660472117333,28.025,119.475,9.473025959978367,40.38500540832883,0.9278350515463918,0.5232558139534884,25.00105035541469,89.16290809786096,16.234299999999998,2.3376623376623376,0.417910447761194,0.4761194029850746,0.3111111111111111,0.8964285714285715,0.4888888888888889,7.0,1.2333333333333334,9.883720930232558,17.627118644067796,0.9277430865298841,8.788534342888049,2.0,18.546511627906977
60.0,male,181.0,105.0,20.0,122.0,128.0,40.0,36.0,54.5,35.0,26.0,111.0,50.0,,41.4,43.0,49.9,32.05030371478282,2.2976437205682405,45.15,59.85,13.781630597356612,18.268673117426207,0.953125,0.6740331491712708,34.564447911401814,146.95283560121905,29.793200000000002,3.05,0.6605504587155964,0.6422018348623854,0.29508196721311475,0.7222222222222222,0.4098360655737705,6.0,0.9098360655737705,11.049723756906078,47.523809523809526,1.1052048726467332,15.231525289215835,2.07,19.337016574585636
44.0,Female,157.0,86.0,16.0,109.3,131.3,39.0,50.0,68.6,38.0,,98.0,30.0,23.2,38.0,48.0,,34.889853543754306,1.9366351116190048,41.28,44.72,16.74712970100207,18.14272384275224,0.8324447829398324,0.6961783439490445,48.744463650062926,135.48595116276334,24.23178,2.8025641025641024,0.728862973760933,0.5539358600583091,0.4574565416285453,,0.2744739249771272,22.000000000000014,0.8966148215919488,10.191082802547772,,,,2.375,24.203821656050955
41.0,m,196.0,95.0,17.0,105.0,109.8,38.0,31.3,70.0,29.0,28.6,102.0,45.0,25.0,33.0,28.9,37.6,24.729279466888798,2.2742520137887583,27.455,67.545,7.146761765930862,17.582517700957936,0.9562841530054645,0.5357142857142857,22.014577259475224,138.36588785001618,22.066128,2.763157894736842,0.4471428571428572,0.4142857142857143,0.2980952380952381,0.9137380191693291,0.42857142857142855,4.799999999999997,0.9714285714285714,8.673469387755102,39.578947368421055,1.3695137497723548,9.787588504789673,1.9411764705882353,14.795918367346939
55.0,Female,166.0,107.2,17.0,134.0,132.0,,45.0,65.6,,25.0,104.5,40.0,22.0,30.0,50.0,51.4,38.90259834518798,2.2233108444639744,53.6,53.6,19.45129917259399,19.45129917259399,1.0151515151515151,0.8072289156626506,43.717993610383104,152.98010397687898,35.9148,,0.6859756097560976,,0.3358208955223881,0.5555555555555556,0.29850746268656714,-2.0,0.7798507462686567,10.240963855421686,47.947761194029844,0.958955223880597,18.65292495282334,1.7647058823529411,
46.0,female,150.0,107.8,17.0,116.0,122.0,45.0,48.8,76.0,45.0,27.6,105.0,15.0,22.0,35.0,600.0,41.2,47.91111111111111,2.1193552478682443,646.8,-539.0,287.46666666666664,-239.55555555555554,0.9508196721311475,0.7733333333333333,48.40838858212172,125.53584215726524,26.9372,2.577777777777778,0.6421052631578947,0.5921052631578947,0.42068965517241375,0.5655737704918034,0.12931034482758622,6.0,0.9051724137931034,11.333333333333332,38.21892393320965,0.06369820655534943,18.311111111111114,2.0588235294117645,30.0
35.0,F,153.8,120.0,17.3,105.0,136.7,,211.0,80.0,,28.0,113.0,42.0,23.9,37.0,50.2,48.6,50.730433694477654,2.264214359698893,60.24,59.76,25.46667771462778,25.26375597984987,0.7681053401609365,0.682704811443433,53.6694400515654,109.05619622402924,22.753422999999998,,2.6375,,2.0095238095238095,0.13270142180094788,0.4,31.69999999999999,1.0761904761904761,11.248374512353704,40.5,0.8067729083665338,20.54582564626345,2.138728323699422,
41.0,male,182.0,94.0,19.0,117.0,109.0,41.0,35.0,49.0,36.6,31.0,,48.0,25.0,36.0,34.0,,28.378215191402003,2.179959224898994,31.96,62.04,9.648593165076681,18.72962202632532,1.073394495412844,0.6428571428571429,26.393503030802215,149.35890844027853,27.4228,2.8536585365853657,0.7142857142857143,0.7469387755102042,0.29914529914529914,0.8857142857142857,0.41025641025641024,-8.0,,10.43956043956044,,,,1.894736842105263,20.10989010989011
45.0,Female,161.6,86.0,16.0,105.0,103.0,34.6,48.0,59.0,40.0,27.0,84.1,39.0,25.0,31.0,50.2,36.7,32.93182040976375,1.9648013753162035,43.172,42.828,16.531773845701405,16.40004656406235,1.0194174757281553,0.6497524752475248,32.13894483240867,132.04873761992832,22.052799999999998,3.0346820809248554,0.8135593220338984,0.6779661016949152,0.45714285714285713,0.5625,0.37142857142857144,-2.0,0.8009523809523809,9.900990099009901,42.674418604651166,0.8500880200129715,14.053462895794533,1.9375,24.752475247524753
20.0,Female,159.0,41.0,51.0,55.0,,28.0,30.0,60.0,32.0,22.0,75.9,36.1,22.0,22.0,17.0,,16.21771290692615,1.3456720749622968,6.970000000000001,34.03,2.7570111941774456,13.460701712748703,,0.34591194968553457,,99.36714807284805,,1.9642857142857142,0.5,0.5333333333333333,0.5454545454545454,0.7333333333333333,0.6563636363636364,,1.3800000000000001,32.075471698113205,,,,0.43137254901960786,20.125786163522015
48.0,M,184.3,98.0,20.0,100.0,105.0,40.0,34.4,55.0,34.0,29.0,89.0,43.7,22.7,35.0,31.0,41.4,28.8519655695952,2.2398784689253914,30.38,67.62,8.944109326574512,19.907856243020692,0.9523809523809523,0.5425935973955507,23.96635946103931,125.81230868332099,20.0175,2.5,0.6254545454545454,0.6181818181818182,0.344,0.8430232558139535,0.43700000000000006,5.0,0.89,10.851871947911015,42.24489795918367,1.3627386438446347,12.1884834140943,1.75,18.448182311448726
55.0,F,169.0,121.0,5.9,115.0,137.0,39.0,47.6,76.3,34.3,26.7,96.2,,20.0,,46.0,48.1,42.365463394138864,2.3833333333333333,55.660000000000004,65.34,19.48811316130388,22.87735023283499,0.8394160583941606,0.6804733727810651,44.35776058261265,124.68723936613846,26.7888,2.948717948717949,0.6238532110091743,0.4495412844036697,0.41391304347826086,0.5609243697478992,,22.0,0.8365217391304348,3.4911242603550297,39.752066115702476,0.8641753503413582,16.841147018661815,,20.29585798816568
29.0,male,188.0,80.0,17.0,80.7,,34.1,22.0,,38.0,30.0,80.5,40.0,20.6,34.0,22.7,31.8,22.634676324128566,2.043961295567452,18.159999999999997,61.84,5.138071525577184,17.496604798551385,,0.42925531914893617,,113.49610771946794,,2.366568914956012,,,0.2726146220570012,1.3636363636363635,0.4956629491945477,,0.9975216852540272,9.042553191489363,39.75,1.7511013215859035,8.997283838841104,2.0,20.212765957446805
59.0,m,175.0,91.0,19.4,92.0,110.0,42.0,35.0,62.0,48.0,27.7,,39.0,27.0,36.2,25.0,,29.714285714285715,2.1032382440206603,22.75,68.25,7.428571428571429,22.285714285714285,0.8363636363636363,0.5257142857142857,29.515533749731418,117.04683039614928,17.154799999999998,2.1904761904761907,0.5645161290322581,0.7741935483870968,0.3804347826086957,0.7914285714285714,0.42391304347826086,18.0,,11.085714285714285,,,,1.8659793814432992,27.42857142857143
45.0,m,187.0,93.0,17.3,58.0,105.0,39.7,40.0,50.0,32.0,29.0,124.0,47.0,25.0,34.8,18.2,30.6,26.59498412879979,2.1979156793046757,16.926,76.074,4.840287111441561,21.75469701735823,0.5523809523809524,0.31016042780748665,23.06075108735225,75.4537492747388,8.274299999999998,1.4609571788413098,0.8,0.64,0.6896551724137931,0.725,0.8103448275862069,47.0,2.1379310344827585,9.251336898395722,32.903225806451616,1.807869549805034,8.750607681088963,2.011560693641618,17.11229946524064
28.0,male,170.0,115.0,17.5,111.0,111.3,45.0,34.0,74.0,43.0,32.0,109.0,47.7,24.5,45.0,48.0,58.2,39.7923875432526,2.330355242351594,55.199999999999996,59.800000000000004,19.100346020761247,20.692041522491355,0.9973045822102427,0.6529411764705882,32.213648975713134,123.81464630284493,24.642062999999997,2.466666666666667,0.4594594594594595,0.581081081081081,0.3063063063063063,0.9411764705882353,0.4297297297297298,0.29999999999999716,0.9819819819819819,10.294117647058822,50.60869565217392,1.0543478260869568,20.138408304498274,2.5714285714285716,25.294117647058822
21.0,female,161.0,98.0,16.9,103.0,124.0,36.3,37.6,75.2,40.0,27.0,104.0,35.0,23.0,35.0,54.2,47.8,37.80718336483932,2.0935084852414088,53.11600000000001,44.88399999999999,20.491493383742913,17.315689981096405,0.8306451612903226,0.639751552795031,42.69918656748352,121.11853996247807,21.5267,2.837465564738292,0.5,0.5319148936170213,0.3650485436893204,0.7180851063829787,0.33980582524271846,21.0,1.0097087378640777,10.496894409937887,48.77551020408163,0.8999171624369303,18.440646579993054,2.0710059171597637,24.84472049689441
21.0,female,162.1,98.0,16.9,103.0,124.0,36.3,37.6,75.2,40.0,27.0,104.0,35.0,23.0,35.0,52.8,47.8,37.295810196293935,2.1006480481561454,51.744,46.256,19.6921877836432,17.60362241265074,0.8306451612903226,0.6354102405922271,42.08238486398455,121.53159462277641,21.5267,2.837465564738292,0.5,0.5319148936170213,0.3650485436893204,0.7180851063829787,0.33980582524271846,21.0,1.0097087378640777,10.42566317088217,48.77551020408163,0.9237786023500308,18.191221707988266,2.0710059171597637,24.676125848241824
18.0,m,178.1,76.6,17.0,75.0,95.0,38.1,33.0,57.8,44.0,27.0,98.0,44.0,22.0,36.1,30.0,24.3,24.14909893280529,1.9466823629504177,22.979999999999997,53.62,7.244729679841587,16.904369252963704,0.7894736842105263,0.42111173498034815,21.969408944638545,104.91856460676074,11.53,1.9685039370078738,0.5709342560553633,0.7612456747404844,0.44,0.8181818181818182,0.5866666666666667,20.0,1.3066666666666666,9.545199326221224,31.72323759791123,1.0574412532637076,7.660876032208468,2.123529411764706,24.705221785513757
67.0,female,162.0,94.9,17.0,111.0,110.0,15.4,34.0,68.0,35.0,11.8,100.0,40.0,22.8,33.7,53.0,38.5,36.16064624295076,2.066518811915343,50.297000000000004,44.603,19.165142508763907,16.99550373418686,1.009090909090909,0.6851851851851852,35.34824823766819,133.05183909045914,24.6427,7.207792207792208,0.5,0.5147058823529411,0.3063063063063063,0.3470588235294118,0.36036036036036034,-1.0,0.9009009009009009,10.493827160493826,40.56902002107481,0.7654532079448078,14.670019814052733,1.9823529411764707,21.604938271604937
39.0,FEMALE,158.0,51.0,16.0,90.0,109.1,33.0,33.0,41.1,35.1,24.0,,42.0,21.0,27.0,35.0,21.1,20.429418362441915,1.496106056846684,17.849999999999998,33.150000000000006,7.150296426854669,13.279121935587245,0.8249312557286893,0.569620253164557,36.93373398960262,145.3314032554793,16.455367,2.727272727272727,0.8029197080291971,0.8540145985401459,0.36666666666666664,0.7272727272727273,0.4666666666666667,19.099999999999994,,10.126582278481013,41.372549019607845,1.182072829131653,8.452171126422048,1.6875,22.215189873417724
42.0,M,145.0,79.0,18.4,91.0,153.2,444.0,38.0,65.0,37.0,,125.0,44.0,,37.0,30.8,,37.574316290130795,1.7838005618466557,24.332,54.668,11.572889417360285,26.001426872770512,0.5939947780678851,0.6275862068965518,69.74184492133078,113.1059234430698,19.270187999999997,0.20495495495495494,0.5846153846153846,0.5692307692307692,0.4175824175824176,,0.4835164835164835,62.19999999999999,1.3736263736263736,12.689655172413792,,,,2.0108695652173916,25.517241379310345
24.0,MALE,170.0,65.0,14.9,75.0,156.0,39.0,37.0,49.0,,30.0,110.0,50.0,24.0,36.6,22.6,33.8,22.49134948096886,1.7519830034690533,14.690000000000001,50.31,5.083044982698963,17.4083044982699,0.4807692307692308,0.4411764705882353,52.38031662364105,111.27626698109725,15.8427,1.9230769230769231,0.7551020408163265,,0.49333333333333335,0.8108108108108109,0.6666666666666666,81.0,1.4666666666666666,8.764705882352942,51.99999999999999,2.300884955752212,11.695501730103807,2.4563758389261747,
22.0,M,183.0,86.0,21.0,,118.0,35.0,38.0,61.0,44.0,31.0,110.0,46.6,22.0,40.0,41.0,24.4,25.680074054167036,2.090853095429391,35.26,50.74,10.528830362208485,15.151243691958552,,,29.665633864830376,,,,0.6229508196721312,0.7213114754098361,,0.8157894736842105,,,,11.475409836065573,28.37209302325581,0.6920022688598979,7.285974499089252,1.9047619047619047,24.043715846994534
39.0,FEMALE,159.4,95.0,15.0,99.0,118.2,37.0,47.0,66.0,43.8,27.0,119.0,39.0,24.4,34.0,39.0,,37.38926872887506,2.050948290154798,37.050000000000004,57.949999999999996,14.581814804261276,22.807453924613785,0.8375634517766497,0.6210790464240903,40.733380883036595,117.64976188816513,19.860048,2.675675675675676,0.7121212121212122,0.6636363636363636,0.47474747474747475,0.574468085106383,0.3939393939393939,19.200000000000003,1.202020202020202,9.410288582183187,,,,2.2666666666666666,27.478042659974903
74.0,Male,159.1,73.6,15.0,112.5,105.7,40.0,31.0,60.0,34.0,33.0,107.0,47.0,21.1,40.0,30.0,27.3,29.076187116325684,1.8035274079179142,22.08,51.519999999999996,8.722856134897706,20.35333098142798,1.064333017975402,0.7071024512884978,34.67077611646673,151.74773139516753,25.344867999999998,2.8125,0.5166666666666667,0.5666666666666667,0.27555555555555555,1.064516129032258,0.4177777777777778,-6.799999999999997,0.9511111111111111,9.428032683846638,37.092391304347835,1.236413043478261,10.785053101571892,2.6666666666666665,21.370207416719044
72.0,MALE,169.0,80.6,15.0,95.6,118.0,40.0,36.0,64.0,36.5,30.0,120.7,39.6,,37.0,24.0,32.0,28.220300409649525,1.9451792262468315,19.343999999999998,61.256,6.772872098315886,21.44742831133364,0.8101694915254237,0.565680473372781,35.70960400546199,127.0010249021311,18.629951999999996,2.3899999999999997,0.5625,0.5703125,0.3765690376569038,0.8333333333333334,0.41422594142259417,22.400000000000006,1.2625523012552302,8.875739644970414,39.70223325062035,1.654259718775848,11.204089492664824,2.466666666666667,21.597633136094675
58.0,Female,150.0,63.0,17.0,105.0,107.0,37.4,29.6,65.0,40.0,25.2,866.0,42.0,21.8,28.0,37.5,,28.0,1.620185174601965,23.625,39.375,10.5,17.5,0.9813084112149533,0.7,40.243422772844454,148.6408417066023,22.052799999999998,2.807486631016043,0.4553846153846154,0.6153846153846154,0.28190476190476194,0.8513513513513513,0.4,2.0,8.247619047619047,11.333333333333332,,,,1.6470588235294117,26.666666666666668
28.0,m,,85.0,18.1,104.0,111.0,40.0,31.0,65.0,37.0,30.2,100.0,43.0,24.4,35.3,18.8,46.2,,,15.98,69.02,,,0.9369369369369369,,,,21.6663,2.6,0.47692307692307695,0.5692307692307692,0.2980769230769231,0.9741935483870967,0.41346153846153844,7.0,0.9615384615384616,,54.352941176470594,2.891113892365457,,1.9502762430939224,
30.0,Female,160.0,,15.0,146.4,95.0,35.0,35.0,60.0,39.9,23.8,105.0,,20.4,36.0,58.0,33.1,,,,,,,1.5410526315789475,0.915,28.940059018124373,,44.715292000000005,4.182857142857143,0.5833333333333334,0.6649999999999999,0.2390710382513661,0.68,,-51.400000000000006,0.7172131147540983,9.375,,,12.929687499999998,2.4,24.9375
21.0,male,175.0,105.0,20.0,85.0,110.0,39.0,36.0,66.4,42.0,30.0,105.0,43.0,24.0,33.0,43.0,48.9,34.285714285714285,2.25924028528766,45.15,59.85,14.742857142857142,19.542857142857144,0.7727272727272727,0.4857142857142857,29.515533749731418,100.6738790298564,14.8875,2.1794871794871793,0.5421686746987951,0.6325301204819277,0.4235294117647059,0.8333333333333334,0.5058823529411764,25.0,1.2352941176470589,11.428571428571429,46.57142857142857,1.0830564784053156,15.96734693877551,1.65,24.0
22.0,F,165.0,92.6,17.0,160.0,114.0,38.0,25.5,55.0,35.0,25.0,75.0,40.0,23.0,33.0,36.0,39.9,34.01285583103765,2.0601375358617844,33.336,59.263999999999996,12.244628099173555,21.768227731864098,1.4035087719298245,0.9696969696969697,35.7871997784325,195.94309493602884,52.6812,4.2105263157894735,0.4636363636363636,0.6363636363636364,0.159375,0.9803921568627451,0.25,-46.0,0.46875,10.303030303030303,43.08855291576674,1.1969042476601872,14.655647382920112,1.9411764705882353,21.21212121212121
46.0,F,154.0,101.1,17.0,114.1,121.0,43.0,,70.0,34.1,30.0,124.1,,,34.5,37.0,36.3,42.62944847360431,2.079623363336095,37.407,63.693,15.772895935233597,26.85655253837072,0.9429752066115702,0.7409090909090909,45.31466145913702,129.19447132368632,26.070947,2.653488372093023,,0.48714285714285716,,,,6.900000000000006,1.0876424189307625,11.03896103896104,35.90504451038576,0.9704066083888042,15.306122448979592,2.0294117647058822,22.142857142857146
58.0,Female,168.0,120.0,15.0,172.0,124.0,41.0,56.0,73.5,35.0,27.0,125.5,15.9,19.8,42.8,55.0,50.2,42.51700680272109,2.3664319132398464,66.0,54.0,23.384353741496604,19.13265306122449,1.3870967741935485,1.0238095238095237,38.94528391458154,186.70930691617136,60.780800000000006,4.195121951219512,0.7619047619047619,0.47619047619047616,0.32558139534883723,0.48214285714285715,0.09244186046511628,-48.0,0.7296511627906976,8.928571428571429,41.833333333333336,0.7606060606060606,17.786281179138324,2.853333333333333,20.833333333333336
53.0,M,180.0,163.0,19.5,146.0,123.9,45.0,14.3,77.0,45.0,34.0,160.0,45.0,24.0,45.0,50.0,61.2,50.30864197530864,2.8548204847240397,81.5,81.5,25.15432098765432,25.15432098765432,1.178369652945924,0.8111111111111111,33.30533748374518,140.7566130814577,42.973887000000005,3.2444444444444445,0.18571428571428572,0.5844155844155844,0.09794520547945205,2.3776223776223775,0.3082191780821918,-22.099999999999994,1.095890410958904,10.833333333333334,37.54601226993865,0.750920245398773,18.88888888888889,2.3076923076923075,25.0
35.0,male,176.6,81.5,18.2,91.0,1104.0,38.0,37.0,57.0,25.3,28.1,102.0,45.0,24.0,29.0,17.4,32.2,26.13221425465795,1.9995068836535117,14.181,67.319,4.547005280310483,21.585208974347466,0.08242753623188406,0.5152887882219706,452.4170179592057,122.8942149462281,734.8802999999999,2.3947368421052633,0.6491228070175439,0.443859649122807,0.4065934065934066,0.7594594594594595,0.4945054945054945,1013.0,1.120879120879121,10.30577576443941,39.50920245398773,2.2706438191946976,10.32462943558265,1.5934065934065935,14.326160815402039
41.0,Female,167.0,121.0,17.0,129.5,119.0,40.0,49.0,60.0,38.5,26.6,117.3,36.0,26.0,32.0,60.0,48.9,43.386281329556454,2.369188796942016,72.6,48.400000000000006,26.03176879773387,17.354512531822586,1.088235294117647,0.7754491017964071,37.14069740812113,139.57538063719358,33.617675000000006,3.2375,0.8166666666666667,0.6416666666666667,0.3783783783783784,0.5428571428571429,0.277992277992278,-10.5,0.9057915057915058,10.179640718562874,40.413223140495866,0.6735537190082646,17.53379468607695,1.8823529411764706,23.053892215568865
38.0,M,180.9,72.0,17.0,121.2,110.0,37.0,30.0,,38.6,27.1,100.0,34.7,24.0,37.1,15.0,34.0,22.001655624585748,1.902104098097683,10.799999999999999,61.2,3.3002483436878616,18.701407280897886,1.1018181818181818,0.6699834162520729,27.21003412751221,176.2500127595101,29.466688,3.275675675675676,,,0.24752475247524752,0.9033333333333334,0.2863036303630363,-11.200000000000003,0.8250825082508251,9.39745715865119,47.22222222222222,3.1481481481481484,10.389670711609936,2.182352941176471,21.337755666113875
41.0,FEMALE,157.0,71.0,18.7,82.3,125.7,32.7,38.2,53.9,38.8,25.0,100.9,37.0,23.0,,42.6,26.8,28.804413972169254,1.7596559007058423,30.246,40.754000000000005,12.270680352144103,16.533733620025153,0.6547334924423229,0.524203821656051,45.89778431693,112.27782449522482,14.865072,2.516819571865443,0.7087198515769945,0.7198515769944341,0.46415552855407055,0.6544502617801047,0.44957472660996356,43.400000000000006,1.2260024301336574,11.910828025477707,37.74647887323944,0.8860675791840243,10.872652034565297,,24.71337579617834
67.0,Female,168.4,108.0,15.0,119.5,120.0,37.8,41.9,72.0,36.0,25.0,125.0,36.1,22.0,41.0,56.0,50.9,38.083739089713994,2.247665455533808,60.480000000000004,47.519999999999996,21.32689389023984,16.756845199474157,0.9958333333333333,0.7096199524940617,36.912107912418676,136.89909374938333,28.560675,3.1613756613756614,0.5819444444444444,0.5,0.3506276150627615,0.5966587112171838,0.30209205020920504,0.5,1.0460251046025104,8.907363420427552,47.129629629629626,0.8416005291005291,17.948725182096688,2.7333333333333334,21.377672209026127
18.0,female,162.6,86.8,,103.8,117.0,36.1,40.0,65.0,40.0,26.3,103.0,40.0,,11.7,39.9,36.5,32.83058660844911,1.9800168349452654,34.633199999999995,52.1668,13.099404056771196,19.731182551677918,0.8871794871794871,0.6383763837638377,38.42935027595922,130.33806333276024,21.670848,2.8753462603878113,0.6153846153846154,0.6153846153846154,0.3853564547206166,0.6575,0.3853564547206166,13.200000000000003,0.9922928709055877,,42.05069124423964,1.0539020361964822,13.80548860839162,,24.600246002460025
74.0,female,166.3,79.1,14.0,117.0,120.0,32.0,30.0,51.0,34.0,26.2,87.0,33.7,22.0,30.0,40.1,33.6,28.601709087713953,1.9115387925845386,31.7191,47.3809,11.469285344173297,17.13242374354066,0.975,0.7035478051713769,37.955511777730294,155.6385753017718,27.3843,3.65625,0.5882352941176471,0.6666666666666666,0.2564102564102564,0.8733333333333333,0.28803418803418807,3.0,0.7435897435897436,8.418520745640407,42.47787610619469,1.05929865601483,12.149398550533363,2.142857142857143,20.444978953698133
57.0,male,175.0,121.6,18.0,110.0,136.0,46.0,50.0,63.0,,31.9,152.0,46.0,27.8,41.0,26.0,53.6,39.70612244897959,2.4312776705080625,31.616,89.984,10.323591836734694,29.382530612244896,0.8088235294117647,0.6285714285714286,40.74647809057703,121.06494918935003,24.6732,2.391304347826087,0.7936507936507936,,0.45454545454545453,0.638,0.41818181818181815,26.0,1.3818181818181818,10.285714285714285,44.078947368421055,1.6953441295546559,17.50204081632653,2.2777777777777777,
