Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg
66,FEMALE,165.9,100,17,116.8,127,34,58,65.1,35,28,118,43.0,24,36.1,335.0,53.3
61,Male,174,97,16,128,125.0,37.2,41,58,34.3,29,110.0,42,25,45.3,33.5,41.0
34,f,155.0,88,15.2,126,125,,433.0,63,39.6,28,129,39,21,31.6,46,33.6
71,Female,148,92,17.1,111.1,116,32.7,34,60.7,40,28,112.4,41.4,22,37.5,47.4,
48,FEMALE,159.5,98.9,15,132,128,37,44,74,42,25,129.9,39,24,34,49,51.0
20,M,186.0,94,20.2,121.3,120,38,39,68.3,42,30,108,50.0,27,30.0,37,49.5
20,M,186.0,92.9,20.2,121.3,120,38,39.4,68.3,42,30,108,51.2,27,30.0,37,49.5
33,Male,177,50,18,73,105.0,35,30,65,36,27,103,40,23,37,15.0,27.3
42,m,183,105,20.0,110,94.7,42,34.7,59,38.8,27.2,118.2,44.7,22.7,37,37.7,
30,m,167,84,20,115.7,96,38,40,58,41,32,93,45.0,22,32.0,34,39.5
59,M,184.7,73.3,19,90.4,90,35,33,54,40,36.0,93,47,23,33,17.7,
31,F,167.8,80.4,15,110.3,130,35.0,34,67,37.1,25,87,39,19.9,30,29,33.6
32,male,188,137,18,112,170.0,43,30.0,71.2,15.7,27,139,48,23,35.0,39,70.9
29,female,162,121.7,15.0,120,129,36.0,36,79,44,31,85.0,40.8,24.0,27,60,52.6
48,m,165.0,58,17,70.0,118,43,31,59,37,255.0,105,42,,34,24.9,
32,female,155.0,64.3,16.8,115.0,124,35.0,34,51,,27.0,100.0,39.1,22.3,26,37.0,34.9
58,F,164.7,73,15.0,85.0,150.0,29.8,36.5,49,35,24,,36,20.0,30.0,46.4,31.9
34,M,178,96,8,,95,41,40,61,41,29,113,45.0,29,37.6,224.0,38.5
56,m,165,113,20,136,125.4,41,41.6,57,44,31,123,46,26,,44,36.1
53,M,176,62,18,80.7,98,39,41,45,40,30,107,39.5,24.5,,17.1,32.3
29,Female,170.0,90.0,16,62,109,35.1,30.0,61,39,25.0,125,35.0,22,,45.9,45.5
48,MALE,71.6,69,17.2,114,98,40,24,62,47,25.0,977.0,40.0,23.7,44,25,29.0
21,MALE,183,67,14,31.5,92,40.0,22,50.9,43.8,30,95.0,41,19.1,36,18,22.2
45,m,169.2,105.4,20,134.6,110.0,42.5,31,,35,28,125.3,44,20.0,50.0,30,45.4
42,F,166,64,5.6,61.6,108,3.0,40.0,65.0,40.8,25,93.2,37,23.5,25,39.2,24.3
33,FEMALE,168,141,15.0,169,114,39,56,16.0,47.0,30,108,42,22,35.0,60,73.3
43,female,167.5,85.2,15.8,93.0,129,35,26,64,45,24,89.3,42,26.8,35.8,42,42.1
74,f,161,73,16,97,94,37,36,55,38,25,90.0,41,25.0,35,49.4,33.8
65,M,170,114,19,110.0,123,41.3,39.6,53,45.0,31,124,41,25.0,42.6,32,46.6
49,Female,167,103,16,112,130,35,44,52,40.9,26,104.1,35.0,21,,42,47.9
46,Female,171.0,48.3,14.7,81,99.1,3.0,32.5,58.7,40.0,26,90,34,20.4,25.0,33,22.9
73,m,162,63.2,18,100.9,90,35.9,25.0,55,42,25,98,45.0,27.2,30.2,36,30.3
48,MALE,183,97.9,16,107,104.0,35.9,38.0,58,35,30.0,105.0,46.7,24,37,35.0,41.4
26,Male,69.3,103,19,125.0,128.1,41.2,13.0,67,40,31,105.0,39.4,20,26.0,36,52.3
40,F,156,87,15,93,119,36.7,35.1,66,40.0,25,112,41.8,25,29,55,46.9
34,m,176.5,114,19,99,112,,30.0,69.8,41,,116,45.9,24,38,45.0,
40,female,165.0,59.0,15,98,82,36,31,55,44,22.5,124,37,21.8,25,31,27.0
31,FEMALE,150,74,14,111,146,335.0,41,56.4,38.6,,96.3,39.9,20.6,34.4,47,32.7
39,Male,168,82,20,,125,40,30.0,56.3,40.0,28,113,43,26,42,30,27.8
37,M,187.0,110,18.7,94.6,122,44,35.6,55,37.5,29,117,48.1,,42,34,44.7
29,Female,165,68,16,78,121.9,32.9,34,47.2,31.4,24.9,110,39,24,28,34,33.8
61,FEMALE,165.9,103,17,115,137.9,34,39,74.6,37,28,115.7,48,21,12.2,35.0,35.4
33,M,175.0,63,18.6,85,96.2,36,28.4,55.6,38,30.4,96,46,25.0,32,12.5,30.4
55,M,175,90.0,18,110,175,13.8,38.4,62,46.3,26.1,84.1,45,23,31,30.0,
55,female,159.8,92.3,14.4,86,130,34,38.1,66,41,31,111,40.0,8.3,23.1,27,
45,MALE,166,58.1,18,84,111.9,41,26,42.8,37,30.0,99,50,26,40.0,18,26.6
60,M,163.5,57,19,95.4,104,41,23,58,34.0,29,,45.0,25.3,40.0,31,
73,m,169,90,18,110,95.8,42,43,64,40,29,114,50.0,25.8,35.2,38,
65,m,176,98,7.699999999999999,80.0,100.0,41.1,31,57,41,30,112.8,43.8,,42,8.1,42.1
55,m,169,109.0,20,119,115,35.0,40.0,,40.0,30,116,43.5,26,38.3,47.2,
69,f,159.0,79.1,16,97.5,117,30,37,53,37,27,109.8,40.0,24,29,40,
25,MALE,174.7,100.7,19,119.6,116.4,45,32.6,66,44,29,110.0,50.1,24,33.9,22,49.0
55,M,172,90.0,20.0,115.0,96,40,37,53,38.0,29,102.5,41.2,23,40,23.1,30.1
18,F,153,60,17,107,121,33,,40.0,38,20.0,99,40.0,20.0,27.3,,26.2
63,f,63.0,68.6,15.0,102,125,35.0,43,60.1,35,22.9,89.6,44,21,36,20,29.7
33,MALE,190,133,18,122.6,,36,43,55.0,40.7,32,,45.0,22.2,15.7,31.3,47.5
42,m,174.5,143,19,130,126,42,43,74,40.0,33.9,117,47,25,47,49,
59,FEMALE,107.0,93.6,16,120.5,84.4,37,441.0,54,42.3,26,36.2,40,24,30.0,40,38.2
25,male,188.2,94,19,91,105,35.0,34.1,67,33,25.0,111.6,48,21.4,40,31,49.2
35,M,170,100.0,17.7,112.9,100.4,44.9,44,68.3,41,25,,50,26,45.0,34.3,41.1
37,female,155.0,,16,104,98.3,42,35.0,59.2,35,25.0,133,44.0,20,33,28,27.2
28,Male,69.7,91,21,97,97,36.7,34,59.7,35.0,34,105.0,42,23.4,44,29,38.0
42,male,184.4,105,16.7,105.8,109,39,35.5,56,36,30.0,87,49,23.5,43,35,34.5
69,FEMALE,159,63,16,91,100.1,34,33,61,41,24,71,39,20.0,35,35.0,28.8
59,MALE,179,79.5,20.0,96.8,112,38,35.0,633.0,,33,127,40,24,40,20.0,
43,MALE,187,62,16,90.0,121,37,31.9,53.4,31,26,110.0,39.6,24.4,35.6,17,28.5
74,Male,170,97,17.4,115,124,35.1,38.6,72.4,39.1,30,119,45,20.0,37.5,40.1,45.7
73.3,Male,170.5,97,17.4,115,125.6,35.1,38.6,72.4,39.1,30,119,45,20.0,37.5,40.1,45.7
51,male,181.8,100,20,110,95.2,35,30.0,65,42,33,114,51.5,25,34,,
57,M,175.0,105.0,20.0,95.0,117,40,,62,39.5,30,104,46,22.6,36.9,27,52.0
53,MALE,158.0,88,18.7,118,112.5,36.0,36,49,,30,107,41.8,21.8,29.9,41.8,33.8
58,MALE,180.0,130.0,20,,121.8,43,,67,45,28.8,118.3,41.5,26.0,40,35.0,
66,m,174,86.0,18,90.9,104,46.0,33.0,63,43,27,92,42.5,21,38,31.7,33.0
38,m,173,84,,129,95.0,43,28.2,56.7,34,29.3,85.4,42,23.3,40.0,28,37.1
49,FEMALE,162,89.6,15.0,98,123,35.4,35.0,64,37,23,98,38,23.4,30.0,48,37.5
57,f,160,91,14.5,115,102.8,40.0,40,64,35.0,29,76,41,22,37,51.0,
30,Female,155,55,15.7,28.0,115,29,31,60.0,44,24.3,95.0,45.0,9.1,29,31.7,25.6
28,M,194,100.0,19,112,102,36,39.1,56,37,34,94,44,22,42,,40.2
62,male,172,101,18.4,120.0,,43,31,74,39,29,118,36,20.5,33.3,29,41.9
74,Male,165.0,114,19.3,42.8,127,45.0,36.5,688.0,44.5,,103.2,39.8,25,45.0,46.1,50.0
43,Male,175.0,110.0,,115.0,120.0,40.0,44,60.0,39,31,105,35,22.1,40,36.2,64.6
22,FEMALE,160.0,78,14,,123.9,34,35.0,66.8,39.2,26,,40.0,22,32,48.9,21.0
28,f,165.0,57.4,13.6,118,117.7,3.0,25,55.0,38.1,22.1,85.0,44.3,22,25,40.0,
28,FEMALE,149.5,53.7,5.9,96.6,,,37.5,50,,24.8,77.6,37.5,24,35.0,,22.8
74,Female,157.6,62,15.0,90.0,106.4,31.6,40.9,62.1,34,24,74,34,20.0,37.3,49,27.4
25,f,166.3,47.0,17,104,127.6,33,30.0,58.5,42,25,91,39.0,22,35.0,39,35.7
18,MALE,170.0,69,7.1,84.4,89.4,40,23,47,41.8,31,139,40.0,24,39,25.3,28.4
44,Female,168,82.4,15.5,83.5,106.2,35,,61,40.0,26,43.3,35.3,19,34,43,30.6
68,M,160,110.0,18.4,141.7,110,50.0,40.0,75,45.4,31,156.0,53,25.0,40.9,45,42.1
68,f,162.8,85.0,14.9,113,104,32,36,56,44,24,105.6,34,22.8,35.0,34,33.5
50,Male,184,100.0,17.9,130.2,120.0,40,37,52,37,32.2,95.0,41.4,22,31,21.6,52.9
65,F,59.3,67,16,110.0,116,39.8,,63,39,28,100.0,40,21,34,45.0,22.7
72,Female,167,113,16,107.6,129,40.0,33,74,40,25.2,114.5,43,27,43,45,52.5
26,female,159,64,15.1,94,112.2,30,23,59,31.0,30.0,86.1,34.9,20,36,45.0,23.2
31,f,171.8,70,15.0,98,135.0,35.0,37,50.0,37,27,127,40.0,22,28.3,41,33.8
63,Male,165.7,113.8,18.9,115.4,120.0,43,,63,39.5,33,120.3,45.0,23.5,46,36.6,38.6
72,m,167.2,78,20.2,95.0,128.8,38,34.9,58.5,35,34,47.2,46.9,22,,9,36.9
70,female,156,56,15.8,106,115,33,30.0,50.0,41,25,101,38.8,21.5,28,44.3,22.4
38,female,169,94.8,17,120.0,54.3,34,30,69.5,45.8,25.0,,34.7,23,34,,42.7
21,female,163,58,16.4,85,75,34,32.2,65.0,37,26,105.5,38.4,17.7,35,25,24.3
30,F,166,65,17,97.8,121,33,36.3,58,43.7,26,90,37,20.0,24,35.2,26.5
33,m,185.0,94,16.2,,103,40,27,69.3,,29.4,108,44.7,9.1,35.0,17.9,25.7
31,M,178,87,18,107.1,101,38.4,30.0,57,46,27,100.0,49.0,24,33.5,,38.8
65,Female,161.4,109,15.0,120,131.7,37.2,56.2,69,33,25.0,119.4,33.0,23,40.0,60,
61,FEMALE,155.3,65,14.8,104,115,35.0,35.0,55.0,32.3,30.0,,34.3,19,26.2,,23.5
68,f,165.0,48,15.2,90.0,89.2,28,28,61,35.0,20.0,82.0,13.8,22,25.6,33,15.2
49,FEMALE,173,59.4,15,94,118,32,39.6,47,37,24.9,84.1,34.1,119.0,34,17,23.0
47,Male,175.2,116,18.7,130.0,130.0,40.1,42,67,39,31.7,124,41,24.8,,40,54.4
19,FEMALE,160.0,35,16,75.0,130.0,27,32,58.5,40.0,,86,35.0,20,25,31,14.4
66,Male,182.6,106.5,18,123,133.8,40.0,33,63.9,38,30.0,113.4,45.5,23,38.1,39,
58,m,166,114,19.9,,156,40,39,62,41,33,,47,24.9,42.9,35.0,46.6
18,F,163.4,90.0,15.0,105,132,33,45.0,56,33.6,22.6,,38.4,25.0,42,40.1,
70,M,160.0,60,17,91,85.0,36,24.4,52,35.0,,92,43,24.3,34.6,15.9,
73,Male,171.4,47,18,78,103,37.4,28.6,51,333.0,26.7,82.1,48,22,30,50.0,15.1
60,M,170.0,106.1,17.1,133.1,134,16.9,46,69,39.3,30.0,125.0,38,24,24.0,44,
28,male,185,105.9,20.0,114,108.5,37,31,58.9,45,31.6,103.7,45.9,25,35.5,33,46.6
66,m,183.2,83,18,106,111,37,34.7,63,30,30.0,107,49,22.0,41,20.7,37.6
73,Female,157.9,55.2,15.0,90.0,101,37,30.0,45,37.3,27.9,98,33,22,35.0,13,
43,FEMALE,156,108,19.0,149,171.8,,47.0,75.0,43,25,128.3,39,22,25,55.9,54.0
24,m,167,85.0,16.1,115.0,100.5,41,40.1,65,40,29.6,120.3,36,21.7,40,31.6,37.8
21,M,182.7,80.0,19,113,89.9,35,13.0,49,39,30,,44.6,22,36.8,28.6,36.6
19,MALE,177,67,17,75.0,103,37,37.1,46,39,29.6,103.6,37.4,24,38.9,26,31.6
70,M,175.0,107,15.0,140.0,109,41,30,55,40,29,143.2,44.9,,38,,
52,Female,67.7,80.0,15.3,71,133.1,35,31,,35.0,22.5,90.5,,22,29,42,36.3
31,Female,166.3,125,15,119,128.7,38.7,40,71.1,41,29.0,104,36,,32.7,52,58.4
43,FEMALE,165,77,16,75,109.9,,14.9,46,34.7,27.7,81.0,35,20.9,40.0,27,30.3
18,male,171.2,110,20.0,103,98,40.0,40.0,60.0,45.0,29,120,44,23,,34,46.9
61,MALE,174.7,76,17,109.9,103,41.5,29,48.4,23.0,32,100.0,40.0,26,35.0,34.4,33.9
56,MALE,177,90.0,15.0,150,106.4,44,41,59.5,40,30,103,50,21.9,41,40,37.4
58,FEMALE,161.4,74,15.0,114,118.1,35.0,35.0,58,34,25.0,124,36.8,22,34,34,40.3
58,f,158,82.2,16,110,125.0,35,34,,37,30.0,102.0,44.6,9.4,37,48.7,37.7
70,Male,183.0,108.0,20.0,116.6,108,40.4,32,63,33,29,102.7,45.0,23,40,35,
68,Male,176.4,108,15.9,110.0,110,35.0,30.7,70.8,,31,93,46,23,40,32.2,
60,Female,160,97,15.0,145.0,,38,32,64,42,25.0,123,,23.6,30.0,36,41.2
46,male,185.0,85,18,,104.8,44.5,37,54,46.1,28.5,107,45,23,37,25.0,
63,FEMALE,153,105.0,15.0,133,117,34,35.0,69,37,27.0,108.2,41,24,36,54,39.0
39,MALE,170.0,100.0,20.0,125.0,110.0,40.1,42.4,77,41,31,120.0,45,25.0,42.0,41,36.3
47,male,165,125,15,140.1,140.0,41,42,64,45,31.4,113,44.8,25,40.0,,49.6
20,FEMALE,175,55.4,14,87,90.0,31,20.3,52.5,38.4,27,80.0,40.0,22,29,39.4,24.7
41,FEMALE,159,56.8,17,95.0,89,35.0,30,70.0,40.0,25,81.9,40,21,30,38,24.3
71,female,163.6,62,16,90,87.0,92.0,31.5,72,35,25.0,106.3,37.7,23.6,35,51.2,
42,F,,97,17.2,103,,35.0,37.6,68,35.0,25.3,125.0,36.8,21.6,27,36,40.9
24,female,163,99.0,16,125,129,30.0,37,63,50.0,11.8,99,40,22,30.6,49,28.9
74,female,59.8,79.4,16,106.6,122.4,37.1,45,74,38,29,98.9,37.1,25.2,29.8,51,29.4
18,Male,180.0,92,20.0,91.3,102,400.0,30.0,50.0,42.3,32.1,104,41.4,25.3,40.0,33,45.5
33,Male,175.0,105.2,15.5,135.0,111,45,40.8,57,43.3,29,100.4,44,23.3,42.7,32,52.6
70,Male,182.1,116.7,20.0,91,115.0,39,40.0,63,41.1,29,16.0,46,25,388.0,43.9,47.6
25,Female,159,64,15.0,86.4,130.7,13.8,32.0,56,40.0,26.8,29.0,36,19.5,35.0,20.0,30.2
60,male,173.3,83.5,,95.8,115.7,40.0,29,68,34,26,113.1,39,23,41.1,33,33.6
26,male,165,97,19,130.3,116,41,36,75.0,46,35,103.9,42.7,26,43,33.0,47.4
65,f,165.0,119,15.0,102,122,38,49,81,35.0,30.0,107,40,24,40,59.0,50.6
21,f,160,,13.8,82,93.9,35,31,42,442.0,24,75.0,44,23.6,33.0,33,26.0
19,M,175.8,115.0,,126,121.2,44,24.0,65,40.0,30.5,110.0,49.5,25.0,48,31,54.4
24,MALE,67.7,83.3,17.0,94,125.0,37.8,40.0,60.0,37,30.3,100.0,47.2,24,41,21,36.6
29,F,173,63,15.0,95.0,85,35.0,25.0,69.8,41,228.0,40.6,40.3,21.3,35.0,29,22.1
42,F,164.2,204.2,15.1,120.0,105.0,37,33.9,58,83.0,29,110.4,38,20.4,36,43,41.0
60,female,157,60.1,16,78,105,35.0,32,49,14.2,23.6,113,37.1,22,30.0,32.2,24.8
27,MALE,185,89,18.9,87,92,35.0,336.0,50.0,411.0,25.0,96,45,24,40,36.1,31.4
51,Male,178,95.0,19.3,117,100.3,42,41,55.0,36.7,30.0,116.0,36.4,26.0,38,41.3,46.5
30,F,174,75,17,75.0,106,35.0,43.2,65.0,42.3,,87,37,22.9,22.1,,29.9
58,MALE,175.3,99,19,125.0,,40,30,62,,31,111,48.9,26,37.4,27,43.6
37,M,176.4,101.5,20.0,99.4,119.8,43,35.0,55.0,399.0,29,111,52,22,44.3,20.0,
42,f,160.0,49.6,,117.3,78,,25,58,33,21,93,41,20.3,34,25.6,22.7
38,m,168,87,20.0,139,125.0,44,28.5,60,43,29,107,47,20.0,40,36,35.7
43,M,170,97.2,17,111.1,180.0,39,34,69,40,28.2,98,42.3,22,42,19,42.7
62,F,164,100.0,17,83.1,102,33,25,69,,27,99.3,35.1,25,26,42,39.7
46,FEMALE,172.5,82,15,85,110.0,32,24,65.0,38,23,77.9,35.0,20,43,34,34.8
44,Female,161,667.0,16,990.0,94,36,28,62,41.4,25,72,38,23.9,33.4,47,31.9
31,Female,162.2,65.0,15.0,99,106.0,30.0,33,50,35.0,27,96,38.8,21.4,30,49.8,33.7
63,f,159,92.7,16.3,115,124.6,32.0,45,72.8,,24,102.6,38,20,38,46,38.2
24,Male,177.4,1105.0,18.5,97.6,100,40.0,43,78,34.7,30.8,107,38,25.0,37.7,19.1,56.3
20,f,153,35,15.0,77,114,31.3,25.0,52,35.0,25.0,85.4,38,20,23,41,15.5
55,F,170.0,35,16,26.0,111,27,25.3,51,31,,85,39.6,,26.0,24,16.0
41,Male,174,92,18,114,110.0,38.2,38,,40.0,35,,47,23,,26,37.0
70,female,147.6,72,17,98,88.2,35.5,35.8,51,40.4,21.9,113,40.0,20.7,39,66,
63,Female,164,84,,130.0,128,35,31,,42,27,118.4,37,22,30.0,40.0,43.8
35,female,162,47.8,14,83,99,32.4,26.4,58,33,30.0,95.2,43.4,21.8,27,23,22.5
45,F,167,,15,111.4,109,33,40,63.1,,28,81.4,34,18,25,38,39.0
26,f,172.1,105.0,15.0,114,97,37.0,34,53,,22,93.1,41.6,20.0,32,38,52.2
29,Female,159,95.5,15.0,126,124,35.0,36,81,36,28,110.1,40.0,20.5,17.3,35.7,42.1
66,MALE,165,77,16,113,115.0,40.0,30,62,40.9,25.0,110.0,43,24.6,,29.9,34.1
70,f,145,47.5,16,128,97.9,45,34,466.0,14.2,26.6,102,31.2,22,35.0,30.0,
56,male,177,76.2,15.0,107,101,40,35.0,69,40.0,28,110.4,40.0,22.0,35.8,33,35.1
61,female,156,81.5,71.0,115.0,106,33,39,57,41,29,93,39.1,21,38.5,49,43.8
29,MALE,812.0,83,17.2,75.0,90,31.4,24,62,,29,111,45,27,35,10.0,41.6
28,f,155.3,50.2,,105.0,97,335.0,32,54,30,25,95.0,35,24,,35.4,17.6
62,Female,158.8,90.0,16.1,144.6,128.8,39.3,39,50,,26,100.2,36,23,34,54,
51,f,163,76,15.6,113,115.0,35,44.1,22.8,33.9,25.6,75,38.8,20,30.0,40.0,31.3
33,female,172,98,15,81.8,104.1,35.2,45.0,74,36,40.0,102.9,40.0,22,28,45.0,41.5
43,M,169,85,18.8,101,95,37,40.5,55,35,,104,24.0,21,27.1,35.9,
53,m,190.0,139.3,20.2,47.6,130.0,41,35,50.0,44,24,44.5,39.8,23,44.7,40.7,78.8
37,M,69.8,100,20.0,115.9,112,43,34,66,,29,90.0,42.6,23,41,48.0,38.4
62,Female,156.8,63,16.3,78.5,96.4,32,35.0,52,32.5,23.7,105.0,35,22.8,32,41,23.1
38,MALE,172,73.7,16.7,96.8,101,33,30.0,55,34.3,28,113,39.1,18,29.9,23,27.2
24,FEMALE,170.5,76.0,16,86,129,33,31.5,61.6,35.5,24,113,40,20,27,45,27.8
43,f,64.2,129,155.0,44.0,156.6,39,40.0,65,47.0,27,142.8,41,25.7,35.6,56.5,57.6
20,MALE,175.0,70.0,17,78,90.0,36.9,31,45.0,35.0,29,123,46,23,38.3,28,39.1
46,FEMALE,159,95.5,15.8,85.0,130,35.1,35,79.1,47.1,26.8,110.0,45.0,25,38,,33.4
63,female,168,101.2,17,113.7,128,33,40.0,65.6,37.6,26,118.8,40.8,23,29,50.0,52.2
37,m,183,103,,95,,39,39,65.0,42.5,31,105.0,50,25.0,35.0,38,38.7
39,female,158.0,99,17.8,103.5,137,39.0,42.9,70.0,43,29.5,128.2,42,22,34,45.0,36.7
52,f,156.9,70.0,27,143,114,33,41,55,35.0,25,80.0,38.4,22.5,35.0,43.5,31.7
25,male,170.0,90.0,17.8,46.5,122,,28.1,64.2,40.0,,118,43,25.0,38,37.3,37.7
62,f,160.0,134.7,17.1,162,134.7,42,50,77.8,388.0,27.9,98,48,22,35,60,50.0
33,f,153.9,75.0,15.8,70.0,107,31.1,34.4,59,43,25,151,41.0,7.9,28,,33.4
48,male,168,97,18,123,127,45,37,55.0,35,31,117,37,23,40.0,35.0,40.2
34,F,165.1,109,16,100.0,120.0,36.0,37.8,67,31.299999999999997,28.8,,38.6,25,35,51,
68,M,173,59,18,71,83,34.8,,60,35.0,29,103,46,23,30.0,29.3,19.5
56,male,182.5,96,19.0,69,115.0,35.0,30.0,56,37.0,25.0,109,44,20.0,34.7,23.7,41.6
19,f,158,35,15,73,75,29.2,22.2,,33,23.2,86,35,21,,32,
47,f,169,131,17,95.0,140,35,48,54,41,29.7,118,35.4,25.0,40.0,43,75.5
64,F,165.2,103.6,15.0,114.6,113,28.2,32,52,37,26,106.2,34,20.6,34.8,30.0,19.7
32,female,165.0,94.2,14.9,,110.0,,47,62,38,28.8,101,37,25.0,41,58.9,45.7
71,male,176,120.7,19,87,131,41,40,52.8,39.1,32,121.4,38,25.7,39.9,29,50.3
23,FEMALE,160,67.3,61.0,46.5,98.7,35.9,37,36.0,32,23,95.3,38,23,31,40.0,30.4
23,f,160.0,51,14,82,104,33,32,55.0,39.1,26.7,83,35.0,21,35,31,
49,M,190,70,17,105.0,110,36,28.4,48,39,27.5,105.0,15.4,18.8,34.3,11.5,
32,Female,162.2,53.3,14,87,111,32,26,56.9,39.3,26,82.3,40.0,23,35.9,31,21.1
36,male,187.9,94.7,20.0,,95.6,39.4,37,40.7,34,31,113,47,23,34.3,24,40.7
21,male,178.1,71,20.0,74,99,40.0,28,21.9,40.0,28,100,43,23,31,32,
59,F,159,89.4,15,89,125.0,35.0,39.5,71,41,30.0,112.0,43,24.7,25.0,551.0,44.8
72,FEMALE,152.9,69,17,109,115,32,29.9,75,34.4,25.0,110.1,42,20,29,38,26.2
33,F,156.0,58,16,75.0,108,32,33,65,42,28,90.2,35.9,21,30,36.2,21.8
65,f,165,93,15.3,113.9,114,33.7,34.9,,43,29.0,124.6,39.6,25.0,27,60,
25,FEMALE,157,60.9,16,90,75.0,31.6,33,59,35.0,22,89.2,39,22,40,47,21.5
19,F,161,60,16,87.4,108.0,30,30.0,37.8,31.2,30.0,,35,18.7,36,25,26.4
48,M,186,137,,,125.0,40.0,17.7,55,,29,110,44,24,40.3,31.3,66.4
64,FEMALE,148.5,109.6,15.7,135,150,36.9,49.0,82,42,28,130,41,24,37,55.0,38.0
54,male,165.0,85.0,20.8,106,99.7,42,35,60.0,42,32.2,132,45.4,25.0,40,34.0,36.3
69,Female,157,41,16,86,100.0,33.6,28,67.3,34,25.0,71,38,22,27,40,16.6
18,F,168,87,15.0,98.8,115,32,30.8,50,39.6,25.9,92,32.8,25,35.0,40.2,43.1
49,MALE,168,81,21,116,107.6,39,300.0,45.0,37,28,123,41,21.3,40.4,16,40.3
54,FEMALE,61.0,99,18,,125.0,35.9,40.0,68,35.3,25.3,100.0,36,25.9,38,53,45.0
31,Male,191,76,17,99.5,122,32.4,36,47.9,43.2,27,80.0,31.4,21.1,32,14,29.2
28,Male,167.4,90.0,18.6,85.0,112,40.1,26,58,41.4,30.0,107,43,26,38,34,
21,m,169,68.1,17,110.2,84,39,28,55.0,43,33,99,40.0,24,30.0,17,33.5
68,female,156,47,15.4,80.1,119,11.0,26,56,31,24,96,42,21,30,33,
56,MALE,177,100.0,17.1,116.3,107,41,36,70,,31,93,45.0,25.1,36,19.3,
56,FEMALE,167,110.0,16.2,107,147,37.7,43,76.3,35,27.6,106,39,22,38.2,53.2,37.8
65,FEMALE,163,100.0,15,120.0,140.0,35,48,75.4,38,25.0,110.0,33.4,20.0,31,45.4,44.1
31,F,145,45.0,16.3,80.1,46.5,36,33,61,42,20.0,143,41.3,18,28,32,16.1
31,m,191,83.4,17.7,105,110.0,41.0,24.6,51.4,41.1,31,120.0,44,24,41,20.0,
40,FEMALE,160.5,81.7,16,132,110,35.3,38.4,65,43,24,97,43,24,27,40.6,
30,m,173.7,73,,83.7,93,42.5,32,55.5,34,30,111,47,22.0,42.9,23,26.7
38,m,163,67.1,17.0,83.1,,43,35.0,59.2,43,,111,45,20.0,40.2,27.6,
21,Male,177,105.0,18.1,123,113.7,43,34,63.5,40.0,28,112.5,47,22.9,40.4,29.6,38.8
55,F,1554.0,70.3,16,95,118,35.6,44,65.0,40.0,,115.0,93.0,21,30,40,25.9
36,Male,180.0,59,17,75,87,35,35.4,52,34,28,96.4,46,24,4.0,13,28.8
72,Male,171,1100.0,22,106,139.3,43,33.9,64,40.1,30.0,101,41.8,24,41,37.1,49.8
52,M,168,77,16.1,96,107,37.6,28,50.0,41,28,102,48,23,37,18.4,33.8
35,M,173.6,80.0,19,110.0,108,40,35.0,56,,31,105.0,44,25.0,37.6,29.4,31.7
59,female,165.0,138,18.0,104,140.8,40,,73.4,17.3,27,134.8,42.4,26,43.2,60.0,
67,Female,156.8,35,15.9,82,95,31,20.0,47.8,35,28,92.6,37.3,22.7,25.0,19.1,
61,FEMALE,165.0,35,15.8,77,115.1,28,20.1,56,30.0,24.2,105.0,34,20,20.0,31.8,
45,MALE,183,86,18,92,152,35.1,40.3,56.0,35.0,31,103,,25.0,32.7,16,37.4
45.5,MALE,183,86,18.4,92,152,35.1,40.3,56.0,35.0,31,103,,24.3,32.7,16,37.4
36,m,1770.0,90,,94,117,38,41,63.0,40,29.0,125.1,51,8.7,43.0,30.0,40.2
71,female,162,129,20.0,145.0,110,42.0,47,70.0,40,,80.9,39,26,35,60.0,
62,m,172.9,79,19,126,130,45,25.8,69,43,30,87,44.5,25.0,37,15.0,42.5
47,f,151,67,,108,116.0,34,33.2,56.3,37,24.7,107,38,25,26.9,47.6,28.5
44,female,161,93,18,151,114,35.0,25,55.0,40,26,93,15.7,20.0,39.9,44.3,44.2
24,MALE,194,90.0,18,82,132.8,,25,56,40,24.0,110.2,45,22.8,40,27.6,31.9
39,Male,184.0,144,20,134.5,110.0,39,35,69,44.3,31.7,115,48,233.0,50.3,34.1,57.3
20,F,158,59,16,95,92,35.0,31.3,56.3,40.0,25.0,99.3,40,23,30,46,20.3
71,F,146.9,61,16,89,117.5,36.9,47,69.9,37,24.4,95.0,,23,34.6,32.2,31.5
63,Female,162,72.1,17.8,115.8,136.7,35,30.0,63.0,36,23.1,100.0,44,21,32,31,25.0
45,Female,164,108,18.5,113,99.5,39,35.0,55,40,33.4,100,37.0,21,35.0,56,42.4
54,Male,179,107,20.0,105,120.0,40,45.0,69.2,37.3,31.5,115,41.4,23.2,44.5,43.7,40.3
69,m,175,,7.2,119.1,135,42.2,32.8,68,42.0,31,115,41,25.0,45.0,23.7,42.6
62,MALE,159,97,20,116,1422.0,40.0,,54,,35,96,46,26,43,35.0,45.4
