Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Daily Average Calorie Intake,Daily Average Protein Intake(g),Daily Average Fat Intake(g),Daily Average Carb Intake(g),Daily Average Sugar Intake(g),Exercise per week,Waist circumference (cm),Hip circumference (cm)
31,0,63,166,49,34,-258,88,-7,-137,-22,2,27,30
65,1,57,166,61,21,2833,97,79,434,78,5,27,14
54,0,51,161,61,14,-290,76,-8,-130,-29,3,25,35
54,1,70,171,72,11,2406,98,67,353,62,2,27,38
26,0,68,165,61,24,-193,82,-5,-119,-11,0,34,35
28,0,60,169,60,24,-225,78,-6,-121,-22,1,28,31
22,0,73,171,72,14,-322,117,-9,-177,-32,4,24,39
69,1,49,163,61,20,1636,64,45,244,50,1,27,28
54,1,63,184,66,18,2727,94,76,417,88,3,19,34
26,0,64,156,66,19,-258,90,-7,-139,-22,2,22,33
21,0,63,171,61,25,-258,88,-7,-137,-25,2,31,41
25,1,64,172,77,13,3190,102,89,495,91,4,28,37
53,1,69,178,71,12,4010,131,111,622,131,7,35,43
30,1,45,167,75,14,1618,54,45,249,50,0,18,30
27,0,68,169,70,14,-225,88,-6,-131,-32,1,30,47
28,1,74,174,73,16,3385,118,94,517,103,4,39,40
70,0,56,162,38,36,-225,73,-6,-116,-27,1,30,24
27,0,61,167,56,28,-322,98,-9,-158,-26,4,22,27
74,0,72,172,45,25,-322,115,-9,-175,-37,4,27,25
20,0,39,147,74,13,-258,55,-7,-104,-21,2,17,4
53,0,77,177,52,25,-354,131,-10,-197,-39,5,31,32
19,0,55,155,56,31,-193,66,-5,-103,-29,0,17,17
25,0,64,173,62,23,-258,90,-7,-139,-35,2,24,23
22,1,64,185,78,13,3382,102,94,532,104,4,15,33
18,1,68,186,87,5,3164,102,88,491,98,3,28,35
60,1,54,167,63,20,2578,86,72,396,88,4,23,21
20,1,77,183,83,8,2910,108,81,437,84,2,36,40
67,0,53,162,54,17,-193,64,-5,-101,-21,0,18,14
62,1,64,182,68,14,2356,90,65,353,70,2,38,34
51,0,52,150,55,22,-225,68,-6,-111,-18,1,28,33
28,0,52,165,56,28,-193,62,-5,-99,-18,0,20,38
25,1,63,175,67,23,2245,82,62,340,62,1,21,38
23,1,83,180,81,9,3321,124,92,499,93,3,39,36
62,0,73,161,45,30,-258,102,-7,-151,-26,2,31,25
20,0,57,160,69,18,-258,80,-7,-129,-19,2,19,18
23,1,72,174,71,19,2376,94,66,352,78,1,23,30
18,0,58,166,73,14,-290,87,-8,-142,-26,3,23,21
19,0,70,177,62,25,-225,91,-6,-134,-30,1,26,50
24,1,65,169,75,15,2864,98,80,438,83,3,38,25
28,1,63,180,75,14,2916,94,81,453,89,3,30,29
24,1,72,179,74,16,2413,94,67,358,68,1,32,30
18,0,50,160,68,19,-258,70,-7,-119,-15,2,21,27
22,1,49,169,74,17,2018,64,56,314,59,1,15,22
29,0,67,163,63,21,-386,121,-11,-193,-38,6,37,43
22,0,63,175,60,26,-225,82,-6,-125,-31,1,29,35
71,0,60,165,38,36,-258,84,-7,-133,-27,2,30,21
56,0,63,143,45,32,-258,88,-7,-137,-28,2,17,33
22,0,63,154,72,14,-225,82,-6,-125,-27,1,23,33
49,0,58,162,49,29,-290,87,-8,-142,-27,3,17,32
65,0,41,163,44,30,-193,49,-5,-86,-27,0,15,24
65,1,57,170,69,12,2362,86,66,356,73,3,22,39
57,0,69,164,54,21,-225,90,-6,-133,-39,1,25,40
33,0,72,168,59,24,-258,101,-7,-150,-38,2,32,29
33,1,39,163,71,17,1998,55,56,318,74,2,25,27
32,1,55,177,78,10,1802,66,50,272,52,0,6,24
26,0,59,164,67,18,-322,94,-9,-154,-23,4,24,25
24,0,73,174,59,26,-193,88,-5,-125,-14,0,26,42
49,1,47,163,72,12,1998,66,56,308,55,2,23,23
51,0,70,161,49,29,-193,84,-5,-121,-23,0,22,23
30,0,55,166,72,11,-225,72,-6,-115,-20,1,16,34
58,1,57,179,67,16,1684,68,47,247,45,0,22,20
18,0,68,165,62,25,-258,95,-7,-144,-29,2,34,45
31,1,68,178,77,12,2300,88,64,343,60,1,31,32
42,0,63,159,56,24,-258,88,-7,-137,-33,2,22,46
19,0,52,162,67,20,-290,78,-8,-132,-26,3,22,22
22,0,56,153,70,16,-290,84,-8,-138,-30,3,17,19
18,1,55,179,81,11,2217,72,62,343,63,1,28,24
21,0,78,182,63,23,-225,101,-6,-144,-23,1,23,55
18,1,51,164,85,7,2030,66,56,316,63,1,27,26
26,1,52,172,80,10,3822,99,106,618,130,7,26,25
22,1,75,166,85,6,3028,112,84,456,100,3,29,31
32,1,67,174,73,15,2244,87,62,334,62,1,15,31
24,0,57,155,63,22,-258,80,-7,-129,-25,2,33,34
24,1,68,178,78,12,2348,88,65,353,69,1,30,24
75,0,60,157,40,31,-225,78,-6,-121,-24,1,26,38
56,1,68,168,64,19,3492,122,97,533,114,6,24,34
22,1,76,181,82,9,3215,114,89,490,91,3,32,48
23,0,62,168,60,26,-225,81,-6,-124,-34,1,24,37
49,0,79,174,49,29,-290,118,-8,-172,-37,3,29,42
28,0,65,178,68,16,-258,91,-7,-140,-17,2,34,42
58,0,82,172,56,18,-258,115,-7,-164,-33,2,37,20
26,1,81,181,83,7,3632,130,101,551,108,4,37,41
21,1,87,183,79,12,2296,104,64,326,59,0,37,43
29,0,75,166,62,22,-258,105,-7,-154,-24,2,32,42
18,1,59,171,75,17,3777,106,105,602,126,6,35,33
62,0,61,161,48,26,-290,92,-8,-146,-24,3,25,42
19,1,80,179,78,13,2926,112,81,437,95,2,34,45
24,0,65,162,67,18,-225,84,-6,-127,-27,1,27,29
69,1,73,167,62,18,2294,102,64,328,69,2,34,39
61,0,54,166,43,32,-225,70,-6,-113,-19,1,20,23
23,0,66,169,59,27,-258,92,-7,-141,-28,2,32,32
20,0,59,159,61,25,-258,83,-7,-132,-36,2,23,31
25,1,58,178,78,12,2830,87,79,443,92,3,14,18
24,0,69,168,60,25,-258,97,-7,-146,-37,2,15,43
24,1,98,182,80,10,2804,127,78,398,83,1,37,42
27,0,63,162,66,18,-258,88,-7,-137,-23,2,27,24
26,0,66,164,63,22,-322,106,-9,-166,-32,4,27,46
64,0,62,165,47,26,-193,74,-5,-111,-21,0,29,31
21,0,51,157,75,11,-322,82,-9,-142,-31,4,24,20
24,0,55,156,68,17,-419,104,-12,-182,-40,7,31,28
64,0,61,157,48,25,-258,85,-7,-134,-31,2,17,26
66,1,60,178,62,19,2775,96,77,424,79,4,24,40
57,0,77,175,42,35,-290,116,-8,-170,-41,3,35,44
62,1,67,184,66,16,2424,94,67,361,69,2,34,40
26,1,85,185,76,14,3010,119,84,444,84,2,33,52
54,0,52,161,45,32,-354,88,-10,-154,-31,5,19,12
28,0,51,163,59,25,-225,66,-6,-109,-14,1,25,28
27,0,54,170,68,16,-258,76,-7,-125,-23,2,22,20
24,1,87,172,85,5,2562,113,71,368,71,1,35,39
26,0,80,164,60,25,-225,104,-6,-147,-31,1,23,47
64,0,47,158,42,33,-290,70,-8,-124,-24,3,19,17
27,0,51,156,63,21,-386,92,-11,-164,-40,6,20,22
28,0,55,157,65,19,-225,72,-6,-115,-30,1,28,25
22,1,52,166,78,13,2324,73,65,362,76,2,17,31
18,1,80,168,75,17,4236,144,118,650,145,6,37,42
25,1,79,177,73,17,2487,103,69,364,67,1,42,47
27,1,68,160,71,19,2170,88,60,320,71,1,44,31
29,0,82,167,56,28,-225,107,-6,-150,-31,1,25,31
55,1,72,173,66,17,2144,94,60,307,54,1,30,36
18,0,73,173,68,19,-354,124,-10,-190,-35,5,27,40
21,0,51,152,62,24,-419,97,-12,-175,-26,7,21,26
62,1,89,182,68,14,3445,142,96,503,95,4,43,42
25,1,65,179,73,17,3627,110,101,570,113,5,36,41
26,1,61,180,79,11,2576,85,72,397,75,2,27,24
21,1,71,178,79,12,3100,106,86,476,96,3,37,25
22,0,40,171,65,21,-290,60,-8,-114,-25,3,19,21
23,0,56,169,73,13,-322,90,-9,-150,-35,4,11,37
26,0,42,160,65,20,-290,63,-8,-118,-19,3,23,20
20,0,50,156,72,15,-354,85,-10,-151,-34,5,21,20
68,1,86,184,58,23,2680,120,74,384,76,2,42,47
28,1,62,177,73,16,2228,81,62,336,65,1,21,31
24,1,66,178,85,5,2652,92,74,404,87,2,25,38
24,0,75,173,59,26,-193,90,-5,-127,-25,0,23,38
30,1,52,169,81,8,2004,68,56,307,62,1,29,36
23,0,60,160,66,20,-258,84,-7,-133,-18,2,26,44
48,0,68,171,52,26,-225,88,-6,-131,-24,1,23,35
24,0,58,157,66,19,-322,93,-9,-153,-34,4,20,32
29,0,72,168,72,12,-225,94,-6,-137,-25,1,20,55
25,1,54,171,84,6,2382,76,66,371,74,2,21,21
25,0,83,173,61,24,-258,116,-7,-165,-37,2,41,49
46,0,58,157,56,22,-290,87,-8,-142,-29,3,25,35
53,0,61,161,48,29,-225,79,-6,-122,-24,1,27,34
20,1,77,167,80,11,2406,100,67,351,67,1,26,49
58,1,66,183,71,11,3341,112,93,514,100,5,21,32
66,1,90,187,69,11,3139,135,87,454,94,3,31,38
22,1,50,170,82,9,3790,95,105,616,131,7,18,32
57,1,66,181,69,14,2720,99,76,410,79,3,38,32
62,1,84,181,66,16,3332,134,93,490,104,4,37,48
24,0,65,171,50,35,-193,78,-5,-115,-16,0,25,28
22,1,78,175,85,6,3184,117,88,481,92,3,29,35
22,0,55,167,62,24,-290,82,-8,-136,-19,3,19,35
24,0,66,173,70,15,-225,86,-6,-129,-27,1,25,31
24,1,71,170,77,13,1989,85,55,288,58,0,33,35
23,1,43,160,78,12,1848,56,51,291,57,1,22,22
26,0,52,158,62,23,-258,73,-7,-122,-20,2,21,44
26,0,80,189,68,17,-225,104,-6,-147,-31,1,39,48
20,1,61,174,73,18,2884,92,80,449,95,3,37,34
72,1,58,173,63,17,1829,75,51,268,58,1,24,31
74,1,62,177,61,19,1906,81,53,276,64,1,33,35
24,0,45,162,70,15,-225,58,-6,-101,-18,1,18,15
72,1,50,169,61,19,1682,65,47,250,55,1,19,33
20,1,66,175,81,10,2322,86,64,350,67,1,25,31
56,1,77,171,73,9,2502,108,70,360,67,2,37,39
54,1,76,168,72,11,4017,144,112,608,116,7,29,29
26,1,81,186,85,5,2956,113,82,442,77,2,26,50
27,1,69,171,76,14,2932,104,81,447,87,3,36,34
20,0,56,163,73,14,-225,73,-6,-116,-19,1,29,31
34,1,85,190,75,13,3745,136,104,566,108,4,44,38
60,0,55,166,45,31,-290,82,-8,-136,-29,3,21,42
67,0,60,161,44,29,-354,102,-10,-168,-30,5,23,30
30,0,54,165,62,21,-225,70,-6,-113,-21,1,26,29
59,0,60,161,50,25,-419,114,-12,-192,-40,7,30,30
24,1,87,189,74,16,3872,139,108,586,119,4,41,40
29,0,68,162,58,26,-193,82,-5,-119,-25,0,23,35
24,1,67,172,72,18,2608,94,72,396,68,2,34,38
66,1,35,176,61,21,1800,49,50,288,59,2,20,10
37,0,59,162,59,22,-386,106,-11,-178,-37,6,18,36
27,1,73,180,80,10,3105,110,86,473,88,3,31,31
27,0,54,164,64,20,-290,81,-8,-136,-23,3,20,30
51,1,64,186,69,15,3105,102,86,481,95,4,30,30
24,1,51,163,79,11,3110,87,86,497,102,5,24,26
56,1,73,171,69,14,2743,110,76,405,77,3,20,36
51,0,59,157,49,29,-258,83,-7,-132,-26,2,23,30
60,0,49,180,50,25,-258,69,-7,-118,-35,2,11,30
23,0,55,164,64,22,-193,66,-5,-103,-29,0,20,35
27,0,63,164,61,23,-225,82,-6,-125,-23,1,28,43
28,0,70,162,63,21,-225,91,-6,-134,-26,1,31,46
24,0,64,168,49,36,-225,83,-6,-126,-23,1,28,24
65,0,80,169,45,29,-258,112,-7,-161,-30,2,23,43
27,1,68,157,82,8,3062,109,85,465,90,4,25,33
18,0,56,160,66,21,-225,73,-6,-116,-22,1,16,12
20,0,57,169,58,28,-225,74,-6,-117,-23,1,21,33
25,0,63,161,69,16,-193,76,-5,-113,-28,0,31,37
64,0,43,174,39,37,-419,82,-12,-160,-27,7,7,20
25,0,56,160,64,21,-258,78,-7,-127,-20,2,22,47
19,1,88,185,82,9,2725,114,76,396,81,1,37,39
47,0,63,159,54,24,-354,107,-10,-173,-31,5,22,41
59,1,72,166,64,19,2642,108,73,388,88,3,24,47
60,1,67,169,64,18,3149,114,87,478,91,5,22,25
31,1,49,158,82,6,1858,64,52,284,48,1,21,31
24,1,59,174,80,10,2188,77,61,333,60,1,22,31
24,0,51,163,73,12,-193,61,-5,-98,-23,0,21,39
31,1,82,168,80,9,3440,131,96,513,101,4,41,40
57,1,53,162,64,19,2778,90,77,431,90,5,23,31
23,1,63,162,73,17,1839,76,51,269,50,0,35,32
18,0,70,169,69,18,-419,133,-12,-211,-35,7,30,36
66,1,72,183,62,19,2462,101,68,362,72,2,30,39
37,0,64,161,61,20,-225,83,-6,-126,-25,1,37,39
24,1,73,182,77,13,2454,95,68,366,73,1,39,41
27,0,68,165,50,35,-193,82,-5,-119,-25,0,30,33
27,1,69,171,84,5,2606,97,72,392,76,2,23,25
25,0,72,169,63,22,-225,94,-6,-137,-30,1,28,39
21,0,62,172,67,19,-322,99,-9,-159,-27,4,22,39
57,1,96,189,70,13,2234,115,62,304,62,0,52,51
26,0,87,168,59,26,-193,104,-5,-141,-30,0,37,50
24,1,63,184,78,12,2664,88,74,412,92,2,26,35
20,0,40,164,55,31,-419,76,-12,-154,-30,7,19,17
64,1,70,180,64,17,2718,105,76,404,82,3,42,46
64,0,40,157,39,36,-258,56,-7,-105,-17,2,12,24
60,0,68,176,48,27,-290,102,-8,-156,-38,3,15,43
32,0,62,172,56,27,-290,93,-8,-148,-26,3,27,45
24,0,59,164,65,20,-419,112,-12,-190,-46,7,36,33
24,1,86,176,78,12,2583,112,72,372,65,1,42,41
61,0,58,162,41,35,-386,104,-11,-176,-37,6,19,22
30,0,53,159,51,33,-258,74,-7,-123,-19,2,18,28
50,1,65,185,75,9,2186,84,61,325,64,1,21,34
24,0,57,171,62,23,-354,97,-10,-163,-35,5,27,45
56,1,48,167,67,16,2747,82,76,434,83,5,22,37
62,0,54,156,40,36,-225,70,-6,-113,-14,1,17,33
31,1,85,176,71,18,2880,119,80,421,87,2,42,34
40,1,59,168,74,13,2312,83,64,351,73,2,12,27
65,0,49,154,49,24,-322,78,-9,-138,-34,4,20,22
66,1,61,177,68,12,1948,79,54,286,54,1,32,23
47,0,29,148,44,35,-290,44,-8,-98,-20,3,9,17
29,1,80,178,74,15,3545,128,98,538,103,4,29,41
52,1,73,176,69,15,2835,110,79,421,87,3,34,36
28,0,61,164,65,19,-258,85,-7,-134,-24,2,22,37
57,0,61,163,41,36,-258,85,-7,-134,-37,2,17,37
23,0,62,169,61,25,-258,87,-7,-136,-22,2,29,19
27,0,52,162,61,23,-258,73,-7,-122,-26,2,23,40
69,0,72,176,43,30,-290,108,-8,-162,-35,3,16,41
30,1,66,182,78,11,2974,99,83,458,94,3,36,32
25,0,69,172,64,21,-225,90,-6,-133,-27,1,23,40
59,0,70,163,46,30,-225,91,-6,-134,-27,1,34,42
69,0,62,160,44,28,-193,74,-5,-111,-28,0,28,44
31,1,53,171,76,13,3477,95,97,556,123,6,20,31
55,0,71,172,57,18,-290,106,-8,-160,-33,3,44,30
23,1,52,166,83,7,2026,68,56,312,55,1,32,28
50,1,63,175,69,15,2070,82,58,305,64,1,18,32
64,1,76,181,69,12,2522,106,70,367,68,2,46,35
25,1,60,175,78,12,3148,96,87,495,102,4,39,32
31,1,73,181,77,12,2396,95,67,353,66,1,35,34
21,1,61,167,78,13,3729,110,104,588,126,6,18,21
29,0,44,161,56,28,-193,53,-5,-90,-20,0,6,17
21,1,79,189,81,10,3368,118,94,512,105,3,26,39
25,0,60,161,68,17,-290,90,-8,-144,-29,3,24,30
18,1,58,168,74,18,3090,93,86,486,89,4,34,28
20,0,56,158,55,31,-225,73,-6,-116,-16,1,29,40
18,1,65,166,74,18,2564,91,71,390,70,2,30,29
30,1,67,182,80,9,1995,80,55,295,52,0,34,51
73,1,52,172,62,17,1976,73,55,297,63,2,18,29
23,1,83,178,78,12,2566,108,71,374,65,1,44,35
26,0,57,160,71,14,-225,74,-6,-117,-24,1,19,32
18,0,51,161,60,27,-225,66,-6,-109,-18,1,15,24
48,1,65,177,64,21,2130,84,59,316,66,1,30,35
62,1,70,166,62,20,2578,105,72,378,74,3,28,38
50,1,64,176,69,15,3588,115,100,557,109,6,31,30
23,1,62,188,77,13,2359,81,66,360,69,1,46,22
59,0,55,160,49,26,-225,72,-6,-115,-16,1,27,32
68,0,43,162,34,42,-258,60,-7,-109,-19,2,20,20
31,1,56,184,79,10,3120,90,87,494,93,4,30,26
78,1,66,176,65,13,3575,125,99,546,108,7,27,36
34,1,71,179,81,7,2329,92,65,344,71,1,30,31
29,0,43,159,70,14,-354,73,-10,-139,-29,5,14,20
34,1,68,176,77,11,2261,88,63,336,61,1,32,30
28,0,59,179,66,18,-290,88,-8,-142,-25,3,25,27
19,1,63,175,87,5,2614,88,73,401,75,2,27,23
53,1,73,175,67,17,1876,88,52,264,44,0,33,35
54,0,53,156,53,23,-258,74,-7,-123,-20,2,25,35
28,0,63,157,63,21,-193,76,-5,-113,-34,0,36,33
43,1,76,184,74,12,2720,106,76,403,79,2,35,44
26,0,44,151,62,23,-193,53,-5,-90,-21,0,25,22
25,1,64,173,76,14,2882,96,80,444,85,3,33,26
30,0,56,164,63,20,-258,78,-7,-127,-24,2,20,28
46,1,80,184,67,19,2070,96,58,291,64,0,37,43
24,1,67,185,69,21,2738,94,76,420,84,2,23,34
32,0,38,161,69,13,-258,53,-7,-102,-22,2,12,26
30,0,50,169,61,22,-193,60,-5,-97,-22,0,21,39
45,1,58,178,68,18,2356,81,65,362,82,2,23,17
52,0,52,153,51,26,-419,99,-12,-177,-34,7,14,34
46,1,57,175,72,13,2590,86,72,400,86,3,24,26
52,0,61,173,51,26,-419,116,-12,-194,-37,7,30,37
48,1,84,173,62,23,2024,101,56,279,53,0,34,47
52,1,81,190,68,16,2091,97,58,295,58,0,39,44
68,1,77,177,65,15,1850,92,51,256,61,0,29,33
56,1,57,178,68,15,2815,91,78,437,90,4,26,24
66,1,97,180,61,20,2478,126,69,338,66,1,54,51
60,1,73,171,70,12,2105,95,58,301,55,1,27,44
68,1,65,162,64,16,2921,110,81,438,94,5,38,35
59,1,50,169,67,15,1773,65,49,268,48,1,25,26
47,1,72,179,70,15,3539,122,98,542,113,5,33,44
62,0,63,166,45,30,-354,107,-10,-173,-32,5,22,30
54,1,73,180,68,15,2544,102,71,374,70,2,32,39
18,1,50,154,74,18,3582,95,100,576,112,7,29,25
28,0,53,158,54,30,-258,74,-7,-123,-26,2,29,39
27,0,48,159,67,17,-419,91,-12,-169,-36,7,14,23
56,1,67,178,69,14,2714,100,75,410,87,3,24,33
56,0,57,162,50,26,-258,80,-7,-129,-22,2,23,13
27,1,70,179,82,8,2364,91,66,352,74,1,38,32
51,0,83,171,52,25,-322,133,-9,-193,-44,4,32,46
23,0,58,179,59,27,-322,93,-9,-153,-23,4,19,39
27,1,69,168,84,5,2254,90,63,332,60,1,27,33
64,0,44,158,45,29,-322,70,-9,-130,-34,4,13,30
26,0,57,150,58,27,-225,74,-6,-117,-24,1,24,32
30,1,62,171,79,10,2161,81,60,324,59,1,22,33
60,1,59,171,66,16,2182,83,61,325,68,2,33,32
28,1,73,192,84,5,3590,117,100,556,109,4,33,47
27,0,53,168,57,27,-225,69,-6,-112,-18,1,18,20
28,0,62,166,63,21,-386,112,-11,-184,-42,6,30,39
22,1,57,172,80,11,2156,74,60,330,66,1,22,30
56,1,53,172,73,10,2394,80,66,370,72,3,31,37
54,1,77,179,73,10,2923,116,81,432,95,3,34,42
19,1,46,178,78,13,2668,69,74,432,80,3,20,21
28,0,65,167,60,24,-290,98,-8,-152,-27,3,30,41
21,1,66,162,75,16,1887,79,52,276,60,0,35,30
62,0,51,155,50,24,-193,61,-5,-98,-21,0,34,32
27,0,59,161,59,25,-290,88,-8,-142,-31,3,11,37
80,1,54,173,54,25,1962,76,54,293,56,2,22,30
26,1,66,173,82,8,2263,86,63,338,69,1,26,25
42,1,68,174,71,15,2500,95,69,375,75,2,41,35
28,1,86,184,78,11,2250,103,62,320,66,0,37,38
25,1,59,162,80,10,1779,71,49,264,55,0,31,31
57,0,51,164,49,27,-225,66,-6,-109,-15,1,21,29
30,0,50,173,56,28,-258,70,-7,-119,-24,2,13,27
25,1,58,179,70,20,2210,75,61,340,69,1,31,37
55,1,67,176,67,16,2100,87,58,308,58,1,37,29
60,1,61,169,62,21,1920,79,53,282,52,1,27,31
21,0,66,165,55,31,-322,106,-9,-166,-37,4,23,45
50,1,53,175,73,11,2206,74,61,340,70,2,20,18
29,0,84,170,58,26,-258,118,-7,-167,-25,2,35,41
22,1,64,178,76,15,2966,96,82,461,96,3,15,39
32,0,49,167,58,25,-290,74,-8,-128,-17,3,19,17
30,1,69,171,84,5,2259,90,63,333,67,1,37,35
46,0,68,164,58,20,-290,102,-8,-156,-34,3,31,28
21,1,71,173,81,10,2706,99,75,409,84,2,36,31
49,1,72,178,65,20,2230,94,62,324,64,1,35,37
30,0,49,157,58,25,-419,93,-12,-171,-28,7,11,33
20,0,54,167,59,27,-225,70,-6,-113,-19,1,29,43
29,1,82,180,73,16,3249,123,90,487,94,3,39,45
22,1,68,172,81,10,2970,102,82,456,99,3,18,35
66,1,55,169,70,10,1794,72,50,264,49,1,18,28
22,0,62,160,62,24,-193,74,-5,-111,-23,0,26,33
27,1,63,165,75,15,3675,113,102,576,108,6,28,26
28,0,57,164,67,17,-258,80,-7,-129,-22,2,33,31
55,1,60,175,60,24,2278,84,63,344,69,2,20,37
59,1,85,183,60,23,2044,102,57,281,64,0,30,43
21,1,66,181,80,11,2368,86,66,358,76,1,39,38
30,0,63,169,54,30,-225,82,-6,-125,-23,1,21,40
18,1,63,167,83,9,2224,82,62,334,77,1,17,30
18,1,66,175,79,13,2670,92,74,409,80,2,37,45
31,0,64,168,50,33,-225,83,-6,-126,-19,1,21,33
35,1,65,178,82,5,1911,78,53,280,53,0,24,38
21,0,72,174,66,20,-354,122,-10,-188,-35,5,25,36
54,1,73,178,70,13,2208,95,61,320,64,1,24,40
61,1,81,186,63,19,2007,97,56,279,50,0,30,33
20,1,69,172,78,13,4008,124,111,628,125,6,36,31
47,1,67,170,72,13,2104,87,58,308,58,1,29,35
33,0,38,139,60,22,-258,53,-7,-102,-15,2,15,22
28,0,42,153,51,33,-290,63,-8,-118,-19,3,15,24
71,0,59,164,32,43,-386,106,-11,-178,-38,6,28,36
27,0,56,168,69,15,-290,84,-8,-138,-27,3,25,43
28,0,60,164,61,23,-386,108,-11,-180,-37,6,26,38
57,1,53,156,65,18,1470,64,41,211,38,0,19,27
19,0,47,161,64,23,-258,66,-7,-115,-35,2,27,23
22,1,71,169,80,11,2990,106,83,455,90,3,35,44
24,1,73,167,77,13,2654,102,74,395,75,2,37,25
20,0,47,148,55,31,-225,61,-6,-104,-13,1,17,21
27,1,58,173,83,6,1838,70,51,275,59,0,37,20
56,1,62,177,74,8,2322,87,64,350,69,2,23,23
44,1,66,175,68,18,2154,86,60,318,62,1,33,40
18,0,37,160,62,25,-193,44,-5,-81,-16,0,16,22
24,0,45,178,56,29,-225,58,-6,-101,-19,1,7,27
24,1,68,176,78,12,1998,82,56,292,57,0,26,24
33,0,55,154,57,26,-290,82,-8,-136,-31,3,15,34
22,1,69,178,70,21,2376,90,66,356,73,1,27,30
59,0,68,174,47,28,-258,95,-7,-144,-33,2,32,45
62,1,65,171,69,12,2545,98,71,378,70,3,32,34
62,1,73,178,64,18,2460,102,68,360,64,2,35,30
24,1,45,170,81,9,3634,86,101,595,108,7,29,22
23,1,69,191,82,8,2128,83,59,316,66,0,27,34
23,0,62,162,65,21,-290,93,-8,-148,-29,3,24,39
20,1,98,179,79,12,4008,157,111,595,121,4,47,43
59,0,67,171,51,23,-193,80,-5,-117,-23,0,24,48
59,0,69,170,52,22,-290,104,-8,-158,-43,3,30,50
32,0,49,141,59,24,-290,74,-8,-128,-20,3,11,45
26,0,54,159,60,25,-225,70,-6,-113,-21,1,24,22
57,0,78,165,49,27,-225,101,-6,-144,-21,1,39,51
22,0,64,154,71,15,-225,83,-6,-126,-28,1,30,47
29,0,53,148,54,30,-225,69,-6,-112,-26,1,25,28
24,1,79,185,84,6,2564,103,71,378,82,1,39,31
24,1,60,182,75,15,2272,78,63,348,72,1,28,23
74,1,72,174,67,12,1731,86,48,239,38,0,29,32
47,1,74,181,72,13,1970,89,55,280,56,0,28,48
20,0,50,157,63,24,-193,60,-5,-97,-11,0,24,18
21,1,86,180,75,16,4147,146,115,632,127,5,31,35
30,1,66,170,72,17,2208,86,61,329,71,1,33,25
48,1,84,191,74,11,2158,101,60,304,58,0,46,46
34,0,72,162,64,18,-225,94,-6,-137,-29,1,25,40
60,1,52,175,59,24,2638,83,73,412,93,4,28,23
30,0,74,172,61,22,-225,96,-6,-139,-19,1,31,42
67,1,99,183,66,14,3247,148,90,461,90,3,42,49
54,0,63,171,55,21,-193,76,-5,-113,-19,0,24,36
65,0,61,155,45,29,-193,73,-5,-110,-18,0,20,37
26,0,60,165,69,16,-225,78,-6,-121,-20,1,29,22
22,0,57,175,60,26,-225,74,-6,-117,-29,1,24,26
23,1,71,185,73,17,2108,85,59,309,63,0,30,43
22,0,54,152,71,15,-322,86,-9,-146,-33,4,24,24
57,1,73,180,67,16,2835,110,79,421,85,3,35,29
23,1,77,172,76,14,3123,116,87,469,86,3,29,43
25,1,44,174,82,8,2534,66,70,410,79,3,20,15
21,0,49,166,61,25,-225,64,-6,-107,-25,1,12,15
25,0,72,162,55,30,-225,94,-6,-137,-36,1,27,33
71,1,65,165,70,9,1864,84,52,265,45,1,31,32
49,1,69,181,74,10,1898,83,53,272,57,0,34,37
26,1,59,177,78,12,3142,94,87,496,98,4,28,44
54,0,57,154,49,28,-225,74,-6,-117,-21,1,22,32
53,0,64,158,52,25,-386,115,-11,-187,-40,6,25,30
58,0,78,169,44,32,-258,109,-7,-158,-27,2,34,45
24,1,59,172,75,15,2170,77,60,330,64,1,30,41
55,0,60,183,46,31,-290,90,-8,-144,-27,3,24,23
23,0,55,162,61,25,-225,72,-6,-115,-20,1,23,40
19,0,40,155,70,17,-290,60,-8,-114,-29,3,11,18
68,0,60,162,41,33,-258,84,-7,-133,-19,2,20,34
70,0,66,171,36,38,-258,92,-7,-141,-28,2,30,38
24,1,51,170,85,5,2915,82,81,464,98,4,27,21
65,0,66,161,50,22,-225,86,-6,-129,-20,1,13,20
26,1,73,180,85,5,3114,110,86,475,99,3,30,36
50,0,45,174,60,17,-193,54,-5,-91,-24,0,23,32
18,0,60,174,71,16,-290,90,-8,-144,-33,3,25,30
53,1,61,163,65,19,2464,92,68,371,80,3,25,38
20,0,59,162,75,12,-258,83,-7,-132,-29,2,26,44
29,1,55,171,77,12,2366,77,66,366,77,2,25,29
26,1,62,176,72,18,2871,93,80,445,92,3,24,23
63,1,62,167,60,22,1624,74,45,231,47,0,28,23
65,1,48,168,67,14,2420,77,67,377,70,4,15,16
62,0,64,170,44,31,-193,77,-5,-114,-24,0,25,36
22,0,57,153,64,22,-322,91,-9,-151,-41,4,21,27
62,0,67,162,42,33,-290,100,-8,-154,-20,3,25,33
28,1,70,172,80,9,2296,91,64,339,70,1,42,35
32,0,54,162,46,37,-225,70,-6,-113,-22,1,20,26
25,1,80,194,68,22,2271,96,63,330,73,0,37,48
55,1,46,162,65,19,1924,64,53,298,59,2,17,28
52,1,61,171,75,8,1993,79,55,296,57,1,23,24
22,0,41,149,66,20,-225,53,-6,-96,-24,1,18,35
