,Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
6408,MCDONALD'S,"MCDONALD'S,BIG MAC",20.08,36,0,1.600000024,257,11.82,3.970000029,51.3,3.474,0.306,3.803,14.96
6409,MCDONALD'S,"MCDONALD'S,FRENCH FR",39.02,0,0,4.199999809,316,3.81,0.200000003,39.76,7.805,4.664,2.084,16.12
6410,WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",16.82,35,0,1.299999952,213,12.63,0.0,58.41,4.077,1.55,3.689,10.6
6411,WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",14.2,38,0,1.399999976,221,14.87,0.0,57.5,4.407,1.405,5.191,11.6
6412,WENDY'S,"WENDY'S,JR. HAMBURGER,WO/ CHS",28.45,27,0,1.700000048,243,12.62,0.0,48.25,3.531,1.116,3.466,8.75
6413,WENDY'S,"WENDY'S,JR. HAMBURGER,W/ CHS",24.97,36,0,1.399999976,256,13.06,0.0,48.06,4.398,1.181,5.181,11.5
6414,WENDY'S,"WENDY'S,CLASSIC DOUBLE,W/ CHS",11.71,51,0,1.100000024,241,16.52,0.0,55.84,5.74,1.3,5.89,14.2
6415,WENDY'S,"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",21.55,31,0,1.299999952,214,13.78,0.0,54.94,2.921,3.086,1.618,8.1
6416,WENDY'S,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",18.88,40,0,1.100000024,179,14.73,0.0,59.67,1.46,1.81,1.03,5.0
6417,WENDY'S,"WENDY'S,CHICK NUGGETS",15.35,50,0,1.0,334,15.93,0.0,43.13,11.365,5.764,4.939,23.17
6418,WENDY'S,"WENDY'S,FRENCH FR",39.44,0,0,3.700000048,319,3.89,0.0,38.81,8.518,3.728,3.201,16.23
6419,WENDY'S,"WENDY'S,FROSTY DAIRY DSSRT",23.62,16,28,3.299999952,132,3.49,0.0,69.25,0.692,0.117,1.635,2.6
6420,BURGER KING,"BURGER KING, French Fries",40.08,0,0,2.900000095,331,3.5,0.689999998,36.66,11.061,1.147,4.367,17.4
6421,BURGER KING,"BURGER KING, Hamburger",27.11,35,0,2.0,275,14.18,4.849999905,44.68,5.317,1.246,5.068,12.17
6422,BURGER KING,"BURGER KING, CHSBRGR",23.71,45,0,2.799999952,286,14.57,4.489999771,44.59,5.704,1.521,6.842,14.81
6423,BURGER KING,"BURGER KING, WHOPPER, no cheese",18.55,30,0,1.799999952,233,10.74,4.21999979,56.43,4.685,3.389,4.25,12.84
6424,BURGER KING,"BURGER KING, WHOPPER, with cheese",16.7,36,0,1.0,250,11.19,4.110000134,54.92,5.058,3.784,5.782,15.33
6425,Burger king,"Burger king, double whopper no cheese",13.74,46,0,1.399999976,252,13.94,3.519999981,55.29,6.117,3.016,5.773,15.66
6426,BURGER KING,"BURGER KING, DOUBLE WHOPPPER, with cheese",13.52,47,0,1.600000024,266,14.47,3.609999895,53.28,6.298,2.987,6.998,17.06
6427,BURGER KING,"BURGER KING, Chicken Tenders",17.41,52,0,2.299999952,289,17.25,0.119999997,46.06,9.532,2.098,4.242,16.67
6428,BURGER KING,"BURGER KING,CHICK WHOPPER SNDWCH",18.67,31,0,1.5,216,11.77,3.390000105,57.3,3.1,4.76,2.198,10.52
6429,BURGER KING,"BURGER KING,ORIGINAL CHICK SNDWCH",24.35,31,0,2.400000095,286,12.57,2.710000038,45.52,5.419,5.606,3.4,15.4
6430,TACO BELL,"TACO BELL,ORIGINAL TACO W/ BF",17.95,31,0,3.599999905,236,10.79,0.0,55.91,5.445,2.097,4.659,13.48
6431,TACO BELL,"TACO BELL,SOFT TACO W/ BF",19.74,28,0,2.599999905,219,11.8,0.0,55.72,4.36,1.012,4.199,10.35
6432,TACO BELL,"TACO BELL,SOFT TACO W/ CHICK",19.58,37,0,1.799999952,202,14.33,0.0,56.42,2.832,1.055,2.614,7.32
6433,TACO BELL,"TACO BELL,SOFT TACO W/ STEAK",17.22,31,0,1.600000024,225,11.81,0.0,56.82,3.937,3.485,3.369,12.1
6434,TACO BELL,"TACO BELL,BEAN BURRITO",27.77,9,0,3.900000095,204,7.9,0.0,55.06,2.992,0.882,2.444,6.85
6435,TACO BELL,"TACO BELL,BURRITO SUPREME W/ BF",21.07,16,0,3.200000048,189,8.05,0.0,60.6,3.277,0.817,3.047,8.05
6436,TACO BELL,"TACO BELL,BURRITO SUPREME W/ CHICK",20.51,21,0,2.400000095,179,9.84,0.0,61.0,2.56,0.795,2.352,6.42
6437,TACO BELL,"TACO BELL,BURRITO SUPREME W/ STEAK",20.32,21,0,2.400000095,183,9.13,0.0,61.21,2.822,0.77,2.674,7.27
6438,TACO BELL,"TACO BELL,NACHOS",36.38,4,0,3.799999952,366,5.15,0.0,34.29,12.715,2.58,4.699,22.17
6439,TACO BELL,"TACO BELL,NACHOS SUPREME",23.09,19,0,4.099999905,246,7.59,0.0,53.78,7.022,1.432,3.984,13.65
6440,TACO BELL,"TACO BELL,TACO SALAD",15.1,19,0,3.0,170,6.69,0.0,67.32,3.972,0.752,2.979,9.17
6441,"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,REG CRUST",31.22,24,0,1.799999952,271,11.93,3.369999886,43.29,2.919,1.839,5.04,10.89
6442,"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THICK CRUST",29.93,21,0,1.700000048,280,11.73,3.210000038,43.4,3.213,2.752,5.184,12.56
6443,"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",28.64,34,0,1.600000024,303,15.29,2.670000076,38.77,3.807,1.698,6.896,14.1
6444,"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",31.55,26,0,1.700000048,280,12.86,3.670000076,41.35,4.018,2.034,5.161,11.38
6445,"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",30.49,25,0,1.799999952,298,11.97,3.200000048,40.8,4.415,3.465,5.271,14.21
6446,"PIZZA HUT 12"" SUPER SUPREME PIZZA","PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",25.62,20,0,2.0,243,10.9,3.710000038,50.2,3.953,1.729,4.554,10.72
6447,"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",34.45,13,0,1.399999976,257,10.98,3.569999933,44.3,1.976,1.583,3.547,8.39
6448,"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",33.93,14,0,2.299999952,274,11.36,3.279999971,42.09,2.937,1.921,4.025,10.34
6449,"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",28.01,21,0,2.099999905,315,12.96,3.170000076,39.72,4.217,3.646,6.756,16.82
6450,"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",32.29,22,0,1.5,270,11.6,3.450000048,43.45,3.137,1.75,4.255,10.54
6451,"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",32.3,17,0,2.099999905,288,12.11,3.25999999,40.85,4.027,2.03,4.905,12.28
6452,No Category,"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",25.72,20,0,2.0,244,10.33,3.299999952,50.77,3.627,1.425,4.386,11.1
6453,"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",32.74,19,0,1.899999976,260,11.53,5.320000172,44.16,2.476,1.97,3.871,9.25
6454,"PAPA JOHN'S 14"" PEPPERONI PIZZA","PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",30.04,26,0,1.200000048,275,11.97,4.840000153,43.6,3.912,2.206,4.908,11.86
6455,"PAPA JOHN'S 14"" THE WORKS PIZZA","PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",26.69,21,0,2.5,240,10.27,4.840000153,50.57,3.652,1.877,3.765,10.21
6456,"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",26.26,28,0,2.299999952,295,12.29,3.849999905,43.3,6.002,1.663,6.202,15.66
6457,"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA","LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",31.5,24,0,1.700000048,265,13.39,4.019999981,43.39,2.38,1.461,4.206,9.54
6458,"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA","LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",31.01,28,0,1.700000048,273,13.59,3.75999999,42.57,3.108,1.603,4.541,10.5
6459,"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA","LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",23.1,31,0,2.099999905,243,12.12,3.74000001,51.1,4.063,1.72,4.561,11.35
6460,"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",30.1,23,0,1.299999952,263,12.63,3.660000086,44.9,2.757,1.728,4.237,10.22
6461,"LITTLE CAESARS 14"" PEPPERONI PIZZA","LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",29.03,26,0,1.5,265,12.93,3.390000105,44.98,3.151,1.756,4.314,10.81
6462,"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",22.85,39,0,1.600000024,309,16.23,2.75999999,41.21,4.42,3.161,7.327,16.99
6463,"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,REG CRUST",31.63,26,0,1.100000024,271,11.75,3.160000086,43.19,2.576,1.796,4.421,10.87
6464,"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THICK CRUST",29.96,29,0,0.899999976,280,12.0,2.599999905,43.25,3.108,2.819,4.99,12.42
6465,"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",29.03,41,0,1.100000024,296,15.22,2.519999981,39.25,3.605,1.71,6.394,13.25
6466,"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",32.48,29,0,2.599999905,287,12.17,3.200000048,40.53,3.649,2.074,4.726,12.02
6467,"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",29.87,32,0,1.5,298,12.24,2.420000076,40.98,4.068,3.329,4.926,14.38
6468,"PIZZA HUT 14"" SUPER SUPREME PIZZA","PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",26.01,28,0,2.299999952,248,11.34,3.039999962,49.15,3.805,1.875,4.217,10.95
6469,FST FD,"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",32.58,21,16,1.700000048,264,11.91,4.019999981,43.76,2.352,1.788,4.221,9.51
6470,FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",31.33,24,17,1.5,272,12.0,3.180000067,43.41,2.934,2.389,4.679,10.99
6471,FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",26.54,35,19,2.0,304,14.17,3.079999924,40.87,4.561,2.932,6.932,15.68
6472,FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",31.46,27,25,1.5,276,12.33,3.809999943,42.53,3.454,2.01,4.87,11.23
6473,FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",30.4,28,25,1.799999952,284,12.43,3.019999981,42.27,3.762,2.603,4.977,12.49
6474,FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",25.38,27,22,2.200000048,244,11.02,3.730000019,50.4,3.787,1.89,4.407,10.9
6475,Egg,"Egg, Cheese and Sausage Griddle Cake Sandwich",22.04,132,72,0.600000024,291,10.77,7.900000095,47.03,6.718,2.26,5.649,17.73
6476,No Category,Sausage Griddle Cake Sandwich,31.25,24,32,1.0,318,8.41,11.22999954,40.11,7.532,2.591,5.435,17.76
6477,Egg,"Egg, Cheese and Bacon Griddle Cake Sandwich",26.19,147,76,0.800000012,272,12.03,9.56000042,45.85,4.686,1.775,4.201,13.19
6478,MCDONALD'S,"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",17.83,40,0,0.200000003,303,17.23,0.0,44.12,8.129,6.597,2.575,18.08
6479,MCDONALD'S,"MCDONALD'S,CHICK MCNUGGETS",17.22,44,0,0.800000012,291,14.97,0.0,47.44,8.177,5.896,3.133,18.07
6480,MCDONALD'S,"MCDONALD'S,BARBEQUE SAU",36.93,0,0,1.299999952,165,1.55,34.31000137,57.68,0.271,0.504,0.14,1.22
6481,MCDONALD'S,"MCDONALD'S,CREAMY RANCH SAU",3.49,21,0,0.0,468,1.11,3.450000048,41.36,11.094,28.178,7.894,52.03
6482,MCDONALD'S,"MCDONALD'S,HONEY",86.44,0,0,0.0,351,0.09,74.31999969,13.4,0.0,0.0,0.0,0.0
6483,MCDONALD'S,"MCDONALD'S,HOT MUSTARD SAU",29.08,0,0,5.0,190,2.6,21.76000023,58.65,1.724,3.406,0.987,7.31
6484,MCDONALD'S,"MCDONALD'S,SPICY BUFFALO SAU",1.81,0,0,1.5,142,0.54,0.0,76.0,3.222,8.433,2.277,15.45
6485,MCDONALD'S,"MCDONALD'S,SWT 'N SOUR SAU",39.38,0,0,0.0,170,0.66,35.79000092,57.37,0.241,0.514,0.148,1.09
6486,MCDONALD'S,"MCDONALD'S,TANGY HONEY MUSTARD SAU",28.81,0,0,2.700000048,167,1.32,21.87999916,63.0,1.334,2.679,0.895,5.77
6487,MCDONALD'S,"MCDONALD'S,BISCUIT,REG SIZE",43.77,0,0,2.0,344,6.16,2.960000038,30.71,3.748,2.223,9.26,16.0
6488,MCDONALD'S,"MCDONALD'S,DELUXE WARM CINN ROLL",51.8,34,0,2.5,367,5.62,22.22999954,24.97,7.452,1.985,4.606,16.24
6489,MCDONALD'S,"MCDONALD'S,HASH BROWNS",26.3,0,0,2.799999952,262,2.26,0.059999999,52.73,8.525,4.945,2.263,16.46
6490,MCDONALD'S,"MCDONALD'S,SCRMBLD EGGS",1.85,427,0,0.0,193,15.06,0.25999999,66.94,5.22,2.195,4.062,14.69
6491,MCDONALD'S,"MCDONALD'S,HOTCAKES (PLAIN)",38.27,13,0,1.399999976,228,6.0,8.840000153,48.24,1.236,2.978,1.158,5.84
6492,MCDONALD'S,"MCDONALD'S,WARM CINN ROLL",53.02,58,0,1.899999976,398,7.18,24.63999939,20.34,9.062,2.811,4.47,18.14
6493,MCDONALD'S,"MCDONALD'S,SAUSAGE PATTY",1.4,74,0,0.0,405,15.19,0.430000007,41.21,16.719,4.824,12.83,39.58
6494,MCDONALD'S,"MCDONALD'S,BKD APPL PIE",43.62,0,0,2.0,323,3.07,17.25,36.98,9.183,1.038,3.995,15.66
6495,MCDONALD'S,"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",66.24,65,0,2.0,480,5.56,33.86000061,4.19,5.894,1.305,11.373,22.79
6496,MCDONALD'S,"MCDONALD'S,MCDONALDLAND COOKIES",72.75,0,0,1.600000024,447,6.56,24.12999916,3.97,8.087,2.151,3.244,15.35
6497,MCDONALD'S,"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",26.19,147,0,0.800000012,272,12.03,9.56000042,45.85,4.686,1.775,4.201,13.19
6498,MCDONALD'S,"MCDONALD'S,SAUSAGE MCGRIDDLES",31.25,24,0,1.0,312,8.41,11.22999954,40.11,7.532,2.591,5.435,17.76
6499,MCDONALD'S,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",22.04,132,0,0.600000024,283,10.77,7.900000095,47.03,6.718,2.26,5.649,17.73
6500,MCDONALD'S,"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",26.61,14,0,0.0,156,3.47,20.43000031,64.69,1.094,0.213,2.25,4.43
6501,MCDONALD'S,"MCDONALD'S,CHOC TRIPLE THICK SHAKE",27.87,14,0,0.200000003,163,3.69,23.62999916,62.98,1.122,0.212,2.302,4.51
6502,MCDONALD'S,"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",26.79,14,0,0.0,158,3.51,23.77000046,64.45,1.095,0.213,2.252,4.43
6503,MCDONALD'S,"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",26.36,15,0,0.100000001,162,4.24,19.48999977,63.64,1.206,0.297,2.41,4.86
6504,MCDONALD'S,"MCDONALD'S,STRAWBERRY SUNDAE",28.09,13,0,0.0,158,3.19,25.31999969,64.02,0.976,0.19,2.008,3.95
6505,MCDONALD'S,"MCDONALD'S,HOT CARAMEL SUNDAE",33.36,16,0,0.0,188,3.58,23.54000092,57.27,1.21,0.232,2.468,4.89
6506,MCDONALD'S,"MCDONALD'S,HOT FUDGE SUNDAE",30.05,13,0,0.400000006,186,4.14,26.88999939,58.81,1.045,0.22,3.592,5.91
6507,MCDONALD'S,"MCDONALD'S,PNUTS (FOR SUNDAES)",16.23,0,0,18.79999924,640,28.04,4.150000095,0.56,25.749,13.979,8.305,52.91
6508,MCDONALD'S,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",26.82,16,0,0.200000003,177,4.02,24.37000084,61.74,1.67,0.282,3.402,6.46
6509,MCDONALD'S,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",25.55,15,0,0.100000001,165,3.97,21.19000053,63.9,1.716,0.364,2.577,5.66
6510,MCDONALD'S,"MCDONALD'S,SAUSAGE BURRITO",21.39,153,0,1.100000024,262,11.54,1.25,49.41,5.735,2.109,5.361,15.15
6511,MCDONALD'S,"MCDONALD'S,BIG BRKFST",17.5,173,0,1.100000024,285,10.16,0.930000007,50.68,7.372,3.195,6.405,19.37
6512,MCDONALD'S,"MCDONALD'S,APPL DIPPERS",12.1,0,0,0.0,48,0.0,9.199999809,87.5,0.0,0.0,0.0,0.0
6513,MCDONALD'S,"MCDONALD'S,LOFAT CARAMEL SAU",71.53,12,0,0.0,313,1.89,43.20999908,22.5,0.771,0.139,1.772,3.25
6514,MCDONALD'S,"MCDONALD'S,DOUBLE CHEESEBURGER",19.83,48,0,0.800000012,265,14.89,4.659999847,47.77,4.983,0.486,6.088,14.97
6515,MCDONALD'S,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",14.43,57,0,1.0,262,16.96,3.49000001,50.34,5.855,0.48,6.473,16.22
6516,MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",15.49,13,0,0.300000012,196,1.69,7.789999962,66.41,3.67,7.91,2.77,14.45
6517,MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",6.85,35,0,0.100000001,319,3.56,3.0,54.9,7.75,16.3,5.86,31.5
6518,MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",24.65,0,0,0.400000006,86,0.19,6.739999771,66.05,2.19,2.8,0.87,5.94
6519,MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",16.75,32,0,0.300000012,313,2.62,6.570000172,51.35,15.35,6.35,4.36,26.57
6520,MCDONALD'S,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",21.01,35,0,1.700000048,234,12.79,3.700000048,52.76,3.802,0.334,4.162,11.57
6521,MCDONALD'S,"MCDONALD'S,BIG 'N TASTY",16.6,33,0,1.399999976,226,10.64,3.789999962,57.71,4.195,2.995,3.726,13.68
6522,MCDONALD'S,"MCDONALD'S,BIG 'N TASTY (WITHOUT MAYONNAISE)",17.44,31,0,1.5,192,11.25,3.960000038,60.77,3.304,0.231,3.155,9.11
6523,MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS",16.06,37,0,1.299999952,232,11.0,3.829999924,56.74,4.343,2.891,4.387,14.58
6524,MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",16.81,34,0,1.399999976,201,11.59,4.0,59.55,3.518,0.298,3.893,10.36
6525,MCDONALD'S,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",30.95,22,0,1.399999976,240,11.08,4.159999847,47.43,3.405,2.881,1.636,8.46
6526,MCDONALD'S,"MCDONALD'S,EGG MCMUFFIN",20.54,165,0,1.100000024,215,12.65,2.00999999,55.24,2.722,1.812,3.222,9.11
6527,MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN",24.52,39,0,1.399999976,333,12.66,1.929999948,38.94,7.749,3.234,7.253,21.06
6528,MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",17.28,154,0,0.899999976,274,12.59,1.570000052,49.96,6.581,2.768,6.008,17.83
6529,MCDONALD'S,"MCDONALD'S,BACON EGG & CHS BISCUIT",22.26,167,0,0.899999976,304,13.45,2.180000067,42.29,5.546,2.625,8.262,18.77
6530,MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT",27.2,29,0,1.200000048,376,9.62,1.970000029,34.71,8.832,3.42,10.659,25.4
6531,MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",19.28,152,0,0.800000012,311,11.27,1.429999948,44.62,7.748,3.169,8.628,22.26
6532,MCDONALD'S,"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",29.48,109,0,1.0,285,7.56,9.880000114,45.91,5.217,2.811,4.642,15.23
6533,MCDONALD'S,"MCDONALD'S,HOTCAKES & SAUSAGE",38.79,19,0,0.800000012,294,5.87,17.29999924,40.7,3.426,2.468,2.747,13.21
6534,MCDONALD'S,"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",46.08,9,0,0.899999976,272,4.05,20.57999992,40.6,0.863,2.087,0.818,8.06
6535,MCDONALD'S,"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",26.12,3,0,0.0,111,0.45,17.21999931,72.16,0.182,0.033,0.418,0.77
6536,MCDONALD'S,"MCDONALD'S,FRUIT & WALNUT SALAD",16.6,2,0,0.0,118,1.81,12.44999981,75.95,0.81,3.204,0.699,5.05
6537,MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",3.67,24,0,1.100000024,71,9.82,1.610000014,82.95,0.606,0.294,1.005,2.04
6538,MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",6.2,18,0,1.100000024,104,8.32,1.470000029,78.77,2.11,1.521,1.406,5.31
6539,MCDONALD'S,"MCDONALD'S,CAESAR SALAD WO/ CHICK",4.28,5,0,1.600000024,44,3.18,2.079999924,89.71,0.461,0.143,1.182,2.05
6540,MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",3.64,28,0,1.0,81,10.28,1.730000019,81.42,1.014,0.431,1.235,3.14
6541,No Category,MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,6.08,22,0,1.0,110,8.82,1.529999971,77.38,2.467,1.619,1.622,6.3
6542,MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",4.2,12,0,1.5,61,4.14,2.140000105,87.2,1.057,0.327,1.507,3.64
6543,MCDONALD'S,"MCDONALD'S,SIDE SALAD",4.3,0,0,1.600000024,20,1.03,2.24000001,93.93,0.006,0.079,0.02,0.19
6544,MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",20.72,5,0,1.0,105,2.73,12.82999992,74.61,0.106,0.095,0.041,1.3
6545,MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",17.67,5,0,0.899999976,90,2.47,11.89999962,78.18,0.01,0.033,0.004,1.13
6546,MCDONALD'S,"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",31.08,25,0,1.0,243,12.47,4.269999981,46.9,2.768,2.323,1.773,7.62
6547,BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",17.65,120,0,0.699999988,322,12.31,2.859999895,44.9,9.913,3.864,7.424,22.48
6548,BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",23.0,43,0,0.699999988,376,13.73,3.359999895,35.08,12.025,3.114,8.595,25.45
6549,BURGER KING,"BURGER KING,CROISSAN'WICH W/ EGG & CHS",24.79,139,0,0.699999988,283,10.35,4.03000021,46.4,6.668,2.93,4.766,15.78
6550,BURGER KING,"BURGER KING,FRENCH TOAST STKS",41.21,0,0,1.399999976,349,6.0,9.890000343,33.57,9.502,2.566,3.989,17.74
6551,BURGER KING,"BURGER KING,HASH BROWN ROUNDS",34.55,0,0,2.900000095,369,2.87,0.270000011,36.12,13.765,3.2,5.924,24.35
6552,FAST FOODS,"FAST FOODS,MINIATURE CINN ROLLS",53.38,21,27,2.200000048,403,7.02,17.97999954,19.62,9.221,2.415,4.701,17.95
6553,FAST FOODS,"FAST FOODS,CHICK TENDERS",17.79,50,44,1.899999976,290,17.29,0.100000001,45.75,8.949,3.404,3.959,16.59
6554,MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",22.28,34,0,1.399999976,183,14.16,5.010000229,57.3,1.157,2.074,0.865,4.29
6555,MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",25.46,26,0,1.399999976,228,12.08,5.369999886,51.98,3.179,3.708,1.409,8.68
6556,MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",19.87,46,0,1.200000048,221,17.19,4.679999828,52.52,2.508,2.16,2.89,8.05
6557,MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",22.61,38,0,1.200000048,250,15.38,4.989999771,48.02,4.223,3.557,3.333,11.76
6558,MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",21.91,38,0,1.399999976,204,16.7,5.199999809,53.61,1.865,1.678,1.463,5.41
6559,MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",24.93,30,0,1.399999976,244,14.7,5.53000021,48.61,3.773,3.231,1.971,9.55
6560,MCDONALD'S,"MCDONALD'S,ENG MUFFIN",44.36,0,0,2.599999905,285,9.26,2.569999933,36.26,1.936,4.092,1.554,7.87
6561,FAST FOODS,"FAST FOODS,BAGEL,W/ HAM,EGG,& CHS",27.43,127,98,0.200000003,253,13.97,3.650000095,46.44,2.992,1.749,4.121,9.68
6562,FAST FOODS,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",22.64,133,84,0.200000003,295,12.98,2.869999886,45.17,6.026,2.603,6.396,16.97
6563,FAST FOODS,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",22.99,130,82,0.200000003,282,15.95,2.970000029,44.9,4.997,1.849,5.419,14.07
6564,LIGHT ICE CRM,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",26.82,16,20,0.200000003,182,4.02,24.37000084,61.74,1.67,0.282,3.633,6.46
